0.874	2.60033
0.883	2.34299
0.89	2.29451
0.862	2.54057
0.969	2.36738
0.847	2.58095
0.95	2.37996
0.836	2.54239
1.389	2.81597
1.379	2.96623
1.402	2.70066
1.372	2.53524
1.383	2.58352
1.394	2.78698
1.386	2.91073
1.378	2.70949
1.862	3.03122
1.842	3.20237
1.861	3.19845
1.876	2.9492
1.919	3.12049
1.88	3.28639
1.913	3.17757
1.911	2.97454
1.945	2.89119
1.917	2.79296
1.888	2.88878
2.589	3.52247
2.55	3.38226
2.53	3.36934
2.511	3.48503
2.52	3.52718
2.512	3.48523
2.489	3.46877
2.522	3.44018
2.517	3.43504
2.541	3.4641
2.509	3.5012
2.518	3.48912
3.196	4.54719
3.196	4.57774
3.175	4.51378
3.194	4.49003
3.172	4.41526
3.133	4.38067
3.149	4.26651
3.133	4.17656
3.585	5.53073
3.586	5.75141
3.577	5.64588
3.66	5.77481
3.672	6.01578
3.655	5.90186
3.569	5.78983
3.548	5.50927
3.553	5.61823
3.596	5.74805
3.616	5.59435
3.89	7.84459
3.914	8.42687
3.921	8.71227
3.92	8.22153
3.872	8.39855
3.855	8.08787
3.876	7.86602
3.873	8.11039
3.833	7.70699
3.791	6.83746
3.811	6.83004
3.828	7.37082
3.858	7.1911
3.875	7.39223
3.909	8.33926
3.929	8.62936
3.921	8.48801
3.982	9.80179
3.999	10.2056
3.955	9.40164
3.931	9.29568
3.962	9.63012
4	9.89013
3.96	9.49217
3.959	9.61089
3.981	9.77788
3.975	9.73046
3.976	10.1111
4.003	10.3546
4.006	10.1031
3.962	9.79163
3.99	9.54982
4.026	9.97887
3.991	10.2296
4.004	9.48147
3.984	9.64102
4.184	11.6613
4.135	11.4505
4.123	11.3329
4.169	12.0229
4.191	12.4851
4.196	12.5028
4.214	12.8208
4.225	13.1266
4.187	12.0765
4.13	11.591
4.226	12.9121
4.139	11.7225
4.154	11.1675
4.139	11.4921
4.092	11.1852
4.167	12.0747
4.119	11.3498
4.113	10.9773
4.128	11.055
4.084	11.0151
4.139	11.2775
4.077	10.8584
4.107	10.4725
4.032	10.6232
4.114	10.9167
4.066	10.9021
4.083	10.483
4.041	10.8931
4.114	11.0318
4.071	10.5143
4.098	10.4135
4.032	10.4305
4.087	10.7746
4.138	11.5049
4.164	11.7368
4.096	10.8623
4.104	10.7981
4.101	11.0174
4.112	11.259
4.172	12.2053
4.17	11.8836
4.147	11.7595
4.142	11.4987
4.093	10.9423
4.13	11.3432
4.106	11.12
4.141	11.3753
4.124	11.3743
4.145	11.5117
4.157	11.6616
4.164	11.6851
4.17	12.1735
4.159	11.8891
4.149	11.6676
4.183	12.5207
4.16	11.8233
4.094	10.9336
4.118	10.7757
4.071	10.698
4.129	11.2403
4.157	11.9563
4.173	11.8956
4.123	11.3695
4.221	12.9322
4.207	12.6729
4.104	11.1158
4.168	11.7949
4.146	11.979
4.162	11.733
4.185	12.6536
4.331	15.7623
4.201	13.0239
4.274	14.2407
4.287	14.6628
4.238	13.205
4.257	13.6855
4.286	15.2748
4.316	16.2387
4.331	16.4945
4.298	15.0246
4.304	14.7876
4.354	16.5117
4.375	17.7674
4.413	19.6109
4.417	19.9796
4.352	17.3011
4.342	16.6513
4.353	17.4167
4.309	16.2397
4.312	16.0063
4.343	16.8417
4.33	16.2369
4.315	15.1103
4.309	14.9978
4.308	15.2673
4.304	15.6138
4.257	14.3297
4.285	14.5688
4.314	16.1878
4.286	15.1135
4.347	16.1158
4.378	17.4015
4.332	15.8335
4.324	15.6838
4.356	16.9675
4.318	16.4013
4.306	15.8601
4.311	15.8697
4.303	15.3336
4.306	14.6664
4.265	13.7841
4.51	28.3661
4.434	21.1336
4.385	18.2164
4.433	21.1517
4.434	21.3997
4.399	19.7997
4.425	21.0698
4.437	22.0538
4.387	19.3069
4.36	18.0046
4.411	20.1613
4.413	20.3452
4.351	17.4717
4.351	17.3801
4.416	19.8424
4.397	18.9037
4.358	17.3806
4.416	19.9207
4.459	23.5124
4.475	25.4173
4.497	27.5637
4.55	33.3738
4.57	40.9151
4.576	43.9007
4.575	42.0539
4.552	37.3097
4.502	27.4587
4.386	18.5399
4.398	18.5157
4.452	22.018
4.472	24.3255
4.486	26.2974
4.49	26.9934
4.482	26.4311
4.467	25.2805
4.45	23.5003
4.451	23.1717
4.489	25.8635
4.508	29.0852
4.514	29.9714
4.493	27.5279
4.449	23.9556
4.447	23.016
4.454	23.5749
4.479	25.2547
4.504	28.0509
4.515	29.8176
4.526	31.3651
4.531	32.4357
4.527	32.2857
4.52	31.0596
4.45	23.1273
4.476	24.825
4.498	27.1243
4.511	29.4529
4.511	29.9008
4.494	27.6174
4.448	23.8046
4.446	22.8013
4.479	25.1083
4.486	25.9331
4.486	26.0259
4.484	26.1936
4.463	24.4297
4.455	24.0927
4.485	26.5605
4.494	27.6103
4.488	26.6294
4.485	26.0505
4.488	26.4188
4.491	26.966
4.487	26.9685
4.499	27.8721
4.507	29.0521
4.501	27.8134
4.495	26.8993
4.503	28.1335
4.499	28.335
4.479	25.791
4.417	21.539
4.414	20.8739
4.484	25.3778
4.521	30.3313
4.523	31.5305
4.507	29.1573
4.49	27.7115
4.505	28.5961
4.509	29.3959
4.488	26.2204
4.454	23.0077
4.487	25.8354
4.518	30.1836
4.534	32.3312
4.546	35.1664
4.544	35.6901
4.509	28.3625
4.426	21.337
4.461	23.7087
4.51	28.9183
4.526	31.2922
4.521	31.4533
4.511	29.5521
4.491	26.8983
4.452	23.7129
4.45	23.4659
4.58	44.6798
4.573	42.5725
4.573	44.2201
4.583	45.6917
4.6	48.1673
4.594	52.2112
4.601	53.0736
4.611	52.3415
4.605	54.5732
4.614	56.177
4.628	57.1687
4.62	60.7979
4.627	61.2872
4.62	58.7497
4.6	56.365
4.602	52.3081
4.602	50.2839
4.588	50.8559
4.588	49.2888
4.591	46.7435
4.581	47.1707
4.584	47.7461
4.598	47.5936
4.594	49.891
4.586	50.2384
4.588	47.1198
4.584	46.0115
4.591	48.9872
4.593	46.2502
4.582	47.946
4.591	48.7611
4.609	50.3462
4.608	54.9191
4.61	55.8829
4.624	55.3351
4.614	58.5687
4.618	58.8239
4.632	58.5707
4.618	61.0851
4.627	59.7
4.629	59.1396
4.616	60.681
4.661	78.5267
4.676	80.8489
4.671	82.969
4.644	83.7362
4.656	79.9259
4.633	79.0155
4.648	75.3606
4.655	74.9259
4.645	76.8628
4.661	75.2538
4.638	75.8038
4.643	73.0988
4.644	70.6322
4.635	71.4448
4.66	70.8682
4.659	73.6752
4.659	76.5028
4.666	77.6658
4.648	80.5561
4.667	79.6137
4.647	81.3706
4.655	80.9489
4.665	81.1048
4.644	82.7585
4.659	79.6706
4.644	80.0019
4.652	78.225
4.654	77.7241
4.639	78.2726
4.666	75.7843
4.658	78.9529
4.676	81.0272
4.66	83.1069
4.645	82.5062
4.662	79.8263
4.649	81.8398
4.665	80.3641
4.65	81.5995
4.654	82.2483
4.672	81.8128
4.675	88.2408
4.667	88.487
4.654	88.1656
4.668	85.3236
4.645	86.247
4.66	83.0984
4.648	82.3013
4.649	81.4126
4.673	80.6188
4.668	82.9725
4.708	84.8155
4.699	86.5178
4.745	84.7971
4.74	78.9274
4.772	73.8031
4.77	69.0019
4.756	68.2678
4.741	71.3536
4.697	76.1691
4.687	80.2563
4.669	83.1941
4.814	18.2262
4.545	12.247
4.9	25.0051
4.927	25.9589
5.159	14.9094
5.141	14.0819
4.932	23.8597
4.932	20.3072
5.38	11.2204
4.916	18.9728
4.955	18.196
5.322	11.5176
4.94	19.7886
4.988	19.7935
5.209	13.1658
5.004	17.2588
4.943	23.8999
4.993	19.6721
5.184	12.9932
5.07	15.2847
5	18.4662
5.189	13.7832
5.084	15.4792
4.936	24.4223
4.932	25.1427
5.136	15.2937
5.086	15.3994
4.87	28.6578
4.882	33.3364
4.935	23.6111
5.206	13.0903
4.956	18.852
4.887	29.9644
4.909	26.6822
5.211	12.8971
5.087	13.8262
4.917	25.1139
4.933	24.7229
5.152	14.1645
5.175	12.8669
4.998	19.4268
5.041	18.5523
5.121	15.4267
