0.891	2.32231
0.895	2.34135
0.873	2.60129
0.937	2.21037
0.845	2.50471
0.944	2.46659
0.878	2.58698
0.9	2.42023
0.894	2.31854
0.827	2.59347
0.963	2.33787
0.851	2.47446
0.909	2.31934
1.417	2.73069
1.393	2.56891
1.394	2.69173
1.379	2.90133
1.396	2.77852
1.39	2.5513
1.373	2.57412
1.395	2.73059
1.385	2.90973
1.372	2.76073
1.375	2.51114
1.362	2.58067
1.415	2.74394
1.421	2.85193
1.433	2.67647
1.883	2.9524
1.862	3.0106
1.859	3.22797
1.838	3.25093
1.844	2.97529
1.899	3.05674
1.847	3.27974
1.861	3.19524
1.91	2.97945
1.914	2.92843
1.952	2.84808
1.93	2.94848
1.938	3.12409
1.946	3.21046
2.562	3.53976
2.572	3.53225
2.584	3.59202
2.622	3.50026
2.607	3.40737
2.575	3.43094
2.557	3.404
2.555	3.41256
2.55	3.51802
2.561	3.57303
2.554	3.5341
2.535	3.48597
2.569	3.50933
2.563	3.49583
2.576	3.46928
2.536	3.45531
2.547	3.5332
2.557	3.48253
2.557	3.42927
3.113	4.38164
3.157	4.54596
3.174	4.30005
3.158	4.27931
3.182	4.52814
3.207	4.51029
3.192	4.52968
3.18	4.55672
3.197	4.53642
3.16	4.40658
3.133	4.30496
3.154	4.26122
3.119	4.14557
3.096	4.18107
3.124	4.33481
3.112	4.41846
3.562	5.68797
3.525	5.36817
3.594	5.64093
3.592	5.81448
3.581	5.54541
3.578	5.58298
3.577	5.70528
3.636	5.81901
3.677	5.965
3.667	5.83527
3.575	5.78188
3.557	5.65795
3.539	5.50053
3.586	5.61463
3.612	5.69142
3.636	5.7541
3.618	5.68065
3.885	7.88061
3.929	8.41903
3.917	8.9368
3.914	8.20829
3.862	8.16919
3.848	8.10464
3.876	7.82631
3.874	7.9382
3.837	7.75891
3.8	6.99948
3.822	6.72932
3.831	7.31262
3.854	7.29651
3.881	7.36515
3.915	8.40496
3.927	8.87669
3.924	8.55681
3.999	9.72004
3.984	10.2365
3.953	9.35488
3.929	9.30198
3.971	9.74963
3.996	9.88109
3.958	9.40919
3.965	9.64947
3.978	9.83425
3.971	9.65853
3.979	10.0907
3.998	10.5994
4.003	10.0755
3.964	9.56059
3.997	9.68375
4.031	9.94267
3.989	10.0797
3.997	9.47072
3.991	9.65588
4.132	10.6469
4.059	10.9084
4.164	11.5492
4.149	11.4961
4.187	12.052
4.097	11.178
4.137	11.5824
4.188	12.4366
4.173	12.0407
4.209	12.8856
4.221	13.3076
4.22	12.4534
4.154	11.7
4.182	12.3557
4.203	12.2496
4.131	11.603
4.175	11.4493
4.09	11.0525
4.145	11.7146
4.143	11.6977
4.128	11.11
4.12	10.9874
4.112	11.0026
4.111	11.1212
4.114	11.0641
4.105	10.8411
4.061	10.4278
4.068	10.5386
4.091	10.9042
4.085	10.8129
4.047	10.6546
4.078	10.835
4.095	10.8052
4.091	10.4939
4.069	10.4315
4.044	10.4075
4.099	10.9232
4.12	11.4989
4.18	11.7761
4.099	10.9417
4.105	10.7621
4.099	11.0507
4.109	11.1454
4.166	12.1439
4.175	11.9658
4.153	11.7923
4.152	11.5622
4.092	10.9456
4.134	11.3003
4.104	11.1282
4.141	11.4042
4.123	11.3634
4.144	11.4401
4.156	11.6497
4.161	11.6702
4.173	12.1872
4.159	11.8891
4.147	11.6282
4.181	12.4535
4.169	12.0241
4.105	11.0335
4.124	10.7822
4.073	10.7767
4.124	11.086
4.143	11.7707
4.187	12.1415
4.116	11.3365
4.215	12.6508
4.222	12.9921
4.104	11.1796
4.167	11.7045
4.145	11.9367
4.157	11.7348
4.182	12.554
4.218	13.1027
4.253	13.6122
4.244	13.4907
4.279	14.9039
4.309	15.9065
4.342	16.4094
4.317	15.3826
4.291	14.5384
4.339	16.0784
4.355	17.4485
4.393	18.973
4.411	20.3703
4.365	18.2211
4.324	16.5792
4.352	17.4676
4.321	16.6565
4.307	15.7163
4.345	16.6042
4.346	16.4468
4.323	15.2341
4.303	15.0339
4.305	15.3373
4.297	15.7203
4.294	14.8468
4.308	16.1283
4.289	15.0515
4.355	16.5403
4.374	17.2674
4.323	15.5632
4.329	15.9263
4.354	16.9968
4.311	16.2372
4.309	15.9068
4.308	15.8313
4.305	15.2025
4.299	14.6079
4.262	13.7045
4.459	23.8076
4.359	18.5779
4.399	19.8521
4.423	21.5783
4.395	20.2519
4.398	20.2569
4.433	21.9581
4.409	20.6354
4.352	18.092
4.385	19.1395
4.418	20.7064
4.372	18.7766
4.323	17.099
4.383	18.8863
4.396	19.7434
4.346	17.961
4.37	18.5432
4.43	21.9611
4.464	24.5543
4.485	26.4464
4.536	31.8225
4.565	38.6951
4.578	41.978
4.578	42.956
4.562	41.079
4.53	31.8306
4.422	20.5763
4.355	17.8066
4.425	20.6775
4.449	23.1573
4.468	25.04
4.482	26.3797
4.489	26.936
4.487	26.5749
4.473	24.5745
4.456	23.2179
4.476	24.7845
4.495	27.4764
4.509	28.961
4.502	28.536
4.475	25.6773
4.459	23.5082
4.468	23.7915
4.474	24.8234
4.493	26.7585
4.502	28.4028
4.518	30.0996
4.532	32.5988
4.534	33.5741
4.524	31.6994
4.508	29.5275
4.461	24.4766
4.484	26.3677
4.508	29.0932
4.518	30.7054
4.505	28.3099
4.457	23.7285
4.448	22.9863
4.467	24.8626
4.469	25.0215
4.471	25.4083
4.485	26.1875
4.469	24.6973
4.479	24.9674
4.499	27.5719
4.494	27.4851
4.477	25.9529
4.466	25.2539
4.478	25.879
4.494	27.2299
4.501	27.788
4.509	28.8965
4.506	28.9111
4.486	26.7492
4.482	26.165
4.503	28.077
4.509	29.2155
4.492	26.2052
4.43	21.3231
4.431	21.2797
4.481	25.7756
4.513	29.6689
4.514	30.5847
4.507	29.1583
4.503	28.7107
4.513	29.6563
4.506	28.9436
