#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	439
0.100	434
0.150	422
0.201	424
0.252	420
0.302	420
0.352	422
0.402	418
0.452	428
0.502	433
0.553	437
0.603	448
0.653	453
0.703	462
0.753	469
0.803	465
0.854	476
0.904	477
0.954	472
1.004	472
1.054	466
1.106	465
1.156	457
1.206	441
1.256	442
1.306	437
1.356	426
1.407	425
1.457	421
1.507	420
1.557	421
1.607	417
1.658	427
1.708	431
1.758	434
1.808	445
1.858	452
1.908	459
1.959	466
2.010	462
2.060	474
2.110	475
2.160	472
2.210	474
2.261	462
2.311	463
2.361	457
2.411	447
2.461	444
2.512	438
2.562	429
2.612	428
2.662	426
2.712	425
2.762	424
2.813	419
2.864	428
2.914	434
2.964	434
3.014	444
3.064	448
3.115	456
3.165	462
3.215	457
3.265	468
3.315	469
3.366	464
3.416	467
3.466	463
3.516	460
3.566	455
3.616	443
3.668	446
3.718	441
3.768	432
3.818	434
3.868	431
3.918	430
3.969	430
4.019	426
4.069	436
4.119	438
4.169	439
4.220	447
4.270	450
4.320	455
4.370	457
4.420	453
4.470	461
4.521	462
4.572	459
4.622	460
4.672	455
4.722	454
4.773	451
4.823	439
4.873	443
4.923	441
4.973	434
5.023	438
5.074	436
5.124	438
5.174	438
5.224	434
5.274	444
5.324	447
5.375	446
5.425	453
5.476	453
5.526	457
5.576	457
5.627	449
5.677	458
5.727	455
5.777	450
5.827	451
5.877	451
5.928	445
5.978	443
6.028	434
6.078	440
6.128	438
6.178	435
6.229	437
6.279	439
6.329	442
6.380	445
6.430	442
6.481	453
6.531	455
6.581	452
6.631	459
6.681	455
6.731	461
6.782	459
6.832	451
6.882	455
6.932	451
6.982	446
7.032	444
7.083	439
7.133	437
7.183	435
7.233	428
7.284	433
7.335	432
7.385	433
7.435	438
7.485	438
7.535	446
7.585	452
7.636	448
7.686	460
7.736	461
7.786	463
7.836	466
7.886	455
7.937	465
7.987	464
8.037	454
8.087	454
8.137	450
8.189	442
8.239	441
8.289	427
8.339	432
8.389	429
8.439	421
8.490	427
8.540	429
8.590	429
8.640	436
8.690	432
8.741	446
8.791	452
8.841	452
8.891	463
8.941	466
8.991	467
9.042	471
9.093	460
9.143	471
9.193	467
9.243	455
9.293	456
9.344	450
9.394	442
9.444	439
9.494	426
9.544	428
9.595	426
9.645	420
9.695	423
9.745	425
9.795	427
9.845	433
9.896	430
9.946	445
9.997	450
10.047	453
10.097	464
10.147	467
10.198	471
10.248	474
10.298	464
10.348	472
10.398	469
10.449	460
10.499	459
10.549	450
10.599	445
10.649	438
10.699	428
10.750	429
10.800	425
10.850	420
10.901	422
10.951	424
11.002	427
11.052	432
11.102	431
11.152	444
11.202	452
11.252	452
11.303	462
11.353	465
11.403	471
11.453	473
11.503	464
11.553	471
11.604	468
11.654	460
11.704	458
11.754	449
11.805	447
11.856	440
11.906	427
11.956	431
12.006	428
12.056	422
12.106	427
12.157	427
12.207	431
12.257	435
12.307	433
12.357	445
12.407	450
12.458	452
12.508	460
12.558	461
12.608	467
12.658	469
12.710	461
12.760	465
12.810	463
12.860	454
12.910	454
12.960	449
13.011	445
13.061	440
13.111	430
13.161	434
13.211	432
13.261	428
13.312	431
13.362	433
13.412	438
13.462	440
13.512	436
13.564	448
13.614	451
13.664	453
13.714	459
13.764	457
13.814	462
13.865	463
13.915	453
13.965	459
14.015	456
14.065	449
14.115	449
14.166	443
14.216	442
14.266	440
14.316	432
14.366	437
14.417	436
14.468	435
14.518	440
14.568	438
14.618	445
14.668	447
14.719	444
14.769	453
14.819	454
14.869	456
14.919	458
