#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	453
0.100	459
0.150	454
0.200	460
0.251	463
0.301	456
0.352	459
0.402	459
0.452	453
0.503	453
0.553	445
0.603	450
0.653	449
0.703	444
0.753	450
0.804	451
0.854	449
0.904	454
0.954	449
1.004	457
1.055	459
1.105	455
1.155	460
1.205	459
1.256	457
1.306	458
1.357	451
1.407	455
1.457	453
1.507	448
1.557	451
1.607	450
1.658	448
1.708	452
1.758	446
1.808	454
1.858	456
1.909	452
1.959	459
2.009	457
2.059	458
2.109	458
2.160	453
2.211	459
2.261	456
2.311	449
2.361	451
2.411	452
2.461	447
2.512	451
2.562	447
2.612	451
2.662	452
2.712	448
2.763	455
2.813	456
2.863	454
2.913	459
2.963	454
3.014	461
3.065	461
3.115	455
3.165	458
3.215	455
3.265	452
3.315	452
3.366	446
3.416	450
3.466	449
3.516	445
3.566	450
3.617	449
3.667	450
3.717	454
3.767	451
3.817	458
3.867	459
3.919	456
3.969	461
4.019	459
4.069	455
4.119	457
4.170	449
4.220	454
4.270	452
4.320	446
4.370	449
4.420	453
4.471	450
4.521	451
4.571	447
4.621	453
4.671	456
4.721	453
4.772	459
4.823	456
4.873	458
4.923	460
4.973	452
5.024	457
5.074	455
5.124	449
5.174	453
5.224	450
5.274	449
5.325	451
5.375	445
5.425	451
5.475	452
5.525	449
5.575	456
5.626	454
5.676	458
5.727	460
5.777	454
5.827	462
5.878	458
5.928	455
5.978	457
6.028	454
6.078	450
6.128	451
6.179	445
6.229	450
6.279	449
6.329	447
6.379	451
6.429	447
6.480	453
6.530	457
6.580	453
6.631	459
6.681	460
6.732	457
6.782	461
6.832	455
6.882	457
6.932	455
6.982	452
7.033	453
7.083	450
7.133	448
7.183	451
7.233	444
7.283	450
7.334	452
7.384	449
7.434	455
7.484	457
7.535	455
7.586	460
7.636	453
7.686	460
7.736	458
7.786	453
7.836	456
7.887	454
7.937	449
7.987	452
8.037	445
8.087	450
8.138	450
8.188	447
8.238	453
8.288	453
8.338	452
8.388	457
8.440	451
8.490	460
8.540	460
8.590	457
8.640	459
8.690	459
8.741	455
8.791	456
8.841	447
8.891	452
8.941	450
8.992	445
9.042	450
9.092	449
9.142	448
9.192	451
9.242	448
9.293	455
9.344	457
9.394	453
9.444	460
9.494	458
9.544	457
9.595	459
9.645	453
9.695	457
9.745	455
9.795	449
9.846	452
9.896	449
9.946	448
9.996	449
10.046	445
10.096	452
10.147	452
10.197	450
10.248	457
10.298	457
10.348	457
10.399	461
10.449	455
10.499	461
10.549	459
10.599	453
10.649	455
10.700	451
10.750	449
10.800	451
10.850	446
10.900	450
10.950	450
11.001	447
11.051	453
11.101	452
11.152	453
11.202	459
11.253	453
11.303	460
11.353	459
11.403	455
11.453	459
11.503	455
11.554	455
11.604	454
11.654	448
11.704	450
11.754	449
11.804	446
11.855	449
11.905	447
11.955	451
12.005	454
12.056	450
12.107	457
12.157	458
12.207	456
12.257	460
12.307	458
12.357	459
12.408	459
12.458	451
12.508	454
12.558	453
12.608	447
12.658	452
12.709	445
12.759	446
12.809	451
12.859	445
12.909	451
12.961	454
13.011	452
13.061	458
13.111	453
13.161	457
13.211	461
13.262	455
13.312	459
13.362	458
13.412	453
13.462	454
13.512	448
13.563	450
13.613	451
13.663	446
13.713	450
13.763	451
13.814	449
13.865	454
13.915	450
