#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	460
0.100	455
0.150	452
0.200	447
0.251	436
0.301	439
0.351	434
0.401	429
0.451	428
0.501	425
0.552	424
0.602	423
0.652	412
0.702	423
0.752	423
0.804	422
0.854	427
0.904	430
0.954	435
1.004	437
1.054	432
1.105	445
1.155	446
1.205	446
1.255	452
1.305	451
1.355	454
1.406	454
1.456	446
1.506	454
1.556	452
1.606	446
1.657	450
1.708	446
1.758	446
1.808	444
1.858	434
1.908	442
1.959	439
2.009	438
2.059	439
2.109	437
2.159	438
2.209	437
2.260	429
2.310	438
2.360	438
2.410	438
2.460	437
2.511	436
2.561	438
2.612	437
2.662	432
2.712	438
2.762	436
2.813	434
2.863	436
2.913	436
2.963	436
3.013	437
3.063	430
3.114	442
3.164	441
3.214	440
3.264	444
3.314	445
3.365	448
3.416	449
3.466	442
3.516	452
3.566	453
3.616	451
3.667	453
3.717	452
3.767	453
3.817	451
3.867	442
3.917	447
3.968	444
4.018	438
4.068	439
4.118	435
4.168	433
4.219	431
4.269	422
4.320	429
4.370	426
4.420	424
4.470	426
4.521	426
4.571	428
4.621	431
4.671	427
4.721	433
4.772	438
4.822	440
4.872	445
4.922	447
4.972	451
5.022	454
5.073	446
5.123	457
5.173	459
5.224	457
5.274	459
5.324	454
5.375	454
5.425	453
5.475	444
5.525	447
5.575	443
5.626	440
5.676	438
5.726	434
5.776	433
5.826	431
5.876	423
5.927	428
5.977	428
6.027	428
6.077	429
6.128	428
6.178	431
6.229	432
6.279	429
6.329	439
6.379	441
6.429	441
6.480	442
6.530	442
6.580	447
6.630	447
6.680	441
6.730	449
6.781	450
6.831	449
6.881	448
6.931	443
6.981	448
7.033	447
7.083	440
7.133	444
7.183	446
7.233	445
7.283	444
7.334	440
7.384	444
7.434	445
7.484	436
7.534	443
7.584	443
7.635	442
7.685	441
7.735	431
7.785	440
7.835	439
7.885	432
7.937	437
7.987	436
8.037	436
8.087	434
8.137	431
8.188	434
8.238	433
8.288	428
8.338	433
8.388	434
8.438	436
8.489	438
8.539	428
8.589	441
8.639	442
8.689	440
8.740	447
8.790	450
8.841	452
8.891	454
8.941	439
8.991	455
9.042	456
9.092	448
9.142	454
9.192	451
9.242	451
9.292	448
9.343	435
9.393	443
9.443	440
9.493	434
9.543	434
9.594	431
9.644	430
9.695	427
9.745	420
9.795	426
9.845	427
9.896	422
9.946	428
9.996	430
10.046	432
10.096	434
10.146	428
10.197	440
10.247	443
10.297	442
10.347	447
10.397	450
10.448	453
10.498	455
10.548	445
10.599	456
10.649	455
10.699	452
10.750	456
10.800	453
10.850	452
10.900	449
10.950	436
11.001	444
11.051	442
11.101	437
11.151	437
11.201	434
11.251	433
11.302	432
11.352	425
11.402	431
11.452	431
11.503	428
11.553	432
11.604	432
11.654	433
11.704	435
11.754	428
11.804	438
11.855	439
11.905	440
11.955	442
12.005	443
12.055	445
12.105	446
12.156	440
12.206	447
12.256	448
12.306	448
12.356	449
12.407	447
12.458	449
12.508	449
12.558	444
12.608	448
12.658	447
12.709	448
12.759	446
12.809	442
12.859	445
12.909	444
12.959	433
13.010	440
13.060	438
13.110	437
13.160	439
13.210	433
13.260	436
13.312	434
13.362	426
13.412	433
13.462	432
13.512	432
13.563	433
13.613	431
13.663	434
13.713	435
13.763	432
13.813	439
13.864	441
13.914	444
13.964	445
14.014	442
14.064	450
14.114	451
