#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	430
0.100	435
0.150	438
0.200	444
0.250	447
0.301	454
0.351	455
0.401	452
0.451	463
0.501	462
0.552	460
0.602	462
0.652	457
0.702	457
0.752	455
0.802	443
0.854	444
0.904	439
0.954	432
1.004	430
1.054	443
1.104	422
1.155	419
1.205	410
1.255	415
1.305	414
1.355	416
1.406	418
1.456	420
1.506	424
1.556	428
1.606	428
1.656	439
1.707	444
1.758	448
1.808	455
1.858	453
1.908	462
1.959	463
2.009	456
2.059	465
2.109	463
2.159	462
2.209	459
2.260	447
2.310	451
2.360	446
2.410	435
2.460	435
2.510	429
2.561	426
2.611	421
2.662	407
2.712	415
2.762	414
2.813	408
2.863	414
2.913	416
2.963	419
3.013	423
3.063	419
3.114	433
3.164	438
3.214	439
3.264	450
3.314	454
3.364	459
3.415	462
3.465	455
3.515	466
3.566	466
3.616	460
3.667	463
3.717	459
3.767	456
3.817	450
3.867	433
3.917	440
3.968	435
4.018	426
4.068	425
4.118	421
4.168	418
4.218	414
4.269	404
4.319	413
4.369	415
4.420	412
4.470	420
4.521	425
4.571	428
4.621	434
4.671	429
4.721	445
4.771	451
4.822	450
4.872	458
4.922	461
4.972	464
5.022	465
5.072	454
5.123	464
5.173	462
5.223	452
5.273	455
5.324	449
5.375	445
5.425	439
5.475	423
5.525	429
5.575	424
5.625	416
5.676	419
5.726	417
5.776	415
5.826	415
5.876	408
5.927	419
5.977	421
6.027	421
6.077	431
6.127	434
6.177	439
6.229	445
6.279	438
6.329	452
6.379	457
6.429	456
6.479	461
6.530	460
6.580	463
6.630	462
6.680	448
6.730	456
6.781	453
6.831	446
6.881	445
6.931	439
6.981	436
7.031	431
7.082	418
7.133	425
7.183	422
7.233	417
7.283	419
7.333	418
7.384	419
7.434	420
7.484	416
7.534	426
7.584	428
7.635	428
7.685	436
7.735	439
7.785	446
7.835	449
7.885	442
7.936	455
7.987	457
8.037	454
8.087	457
8.137	457
8.188	459
8.238	458
8.288	444
8.338	450
8.388	449
8.438	442
8.489	440
8.539	435
8.589	432
8.639	429
8.689	419
8.739	423
8.790	422
8.840	417
8.891	420
8.941	420
8.991	422
9.042	423
9.092	418
9.142	427
9.192	433
9.242	434
9.292	441
9.343	442
9.393	448
9.443	451
9.493	446
9.543	457
9.593	458
9.644	458
9.694	461
9.744	476
9.795	457
9.845	455
9.896	444
9.946	447
9.996	444
10.046	440
10.096	436
10.146	431
10.197	429
10.247	426
10.297	416
10.347	419
10.397	419
10.447	419
10.498	421
10.548	415
10.598	423
10.648	426
10.699	423
10.750	434
10.800	437
10.850	441
10.900	447
10.950	445
11.000	455
11.051	458
11.101	452
11.151	462
11.201	462
11.251	462
11.301	460
11.352	447
11.402	455
11.452	451
11.502	440
11.552	442
11.604	438
11.654	432
11.704	426
11.754	417
11.804	420
11.854	418
11.905	409
11.955	415
12.005	415
12.055	418
12.105	420
12.156	414
12.206	426
12.256	433
12.306	432
12.356	442
12.406	445
12.457	453
12.508	456
12.558	450
12.608	464
12.658	464
12.708	461
12.759	465
12.809	462
12.859	460
12.909	456
12.959	442
13.010	447
13.060	441
13.110	432
13.160	430
13.210	424
13.260	421
13.311	418
13.361	406
13.412	414
13.462	412
13.512	409
13.562	416
13.613	420
13.663	423
