#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	459
0.100	462
0.151	452
0.201	460
0.251	457
0.301	449
0.351	449
0.401	445
0.452	439
0.502	436
0.552	424
0.602	428
0.653	427
0.704	419
0.754	427
0.804	427
0.854	431
0.904	435
0.954	432
1.005	445
1.055	450
1.105	450
1.155	459
1.205	459
1.255	462
1.306	464
1.356	454
1.406	461
1.456	456
1.506	448
1.558	447
1.608	442
1.658	437
1.708	433
1.758	421
1.808	424
1.859	423
1.909	420
1.959	424
2.009	425
2.059	432
2.109	437
2.160	435
2.210	449
2.260	453
2.310	453
2.360	463
2.411	462
2.462	467
2.512	467
2.562	456
2.612	462
2.662	457
2.713	448
2.763	446
2.813	439
2.863	435
2.913	429
2.963	417
3.014	421
3.064	420
3.114	416
3.164	423
3.214	424
3.266	429
3.316	435
3.366	432
3.416	446
3.466	454
3.516	452
3.567	464
3.617	466
3.667	470
3.717	470
3.767	460
3.818	464
3.868	461
3.918	447
3.968	449
4.018	441
4.069	432
4.120	428
4.170	416
4.220	420
4.270	418
4.320	412
4.370	419
4.421	422
4.471	425
4.521	432
4.571	433
4.621	447
4.672	453
4.722	453
4.772	465
4.822	468
4.872	469
4.923	472
4.974	463
5.024	468
5.074	463
5.124	448
5.174	449
5.224	443
5.275	434
5.325	430
5.375	415
5.425	418
5.475	416
5.526	410
5.576	417
5.626	420
5.676	422
5.726	429
5.777	435
5.828	444
5.878	451
5.928	452
5.978	465
6.028	468
6.079	467
6.129	473
6.179	465
6.229	469
6.279	465
6.329	450
6.380	453
6.430	445
6.480	434
6.530	431
6.580	425
6.631	421
6.682	418
6.732	409
6.782	417
6.832	420
6.882	420
6.933	428
6.983	434
7.033	442
7.083	447
7.133	449
7.183	462
7.234	466
7.284	466
7.334	473
7.384	468
7.434	470
7.485	465
7.536	454
7.586	452
7.636	448
7.686	436
7.736	434
7.787	426
7.837	424
7.887	420
7.937	412
7.987	418
8.037	420
8.088	418
8.138	429
8.188	433
8.238	441
8.288	447
8.339	446
8.390	459
8.440	464
8.490	464
8.540	469
8.590	466
8.641	469
8.691	463
8.741	450
8.791	454
8.841	449
8.891	438
8.942	435
8.992	430
9.042	426
9.092	423
9.142	416
9.192	422
9.244	424
9.294	423
9.344	430
9.394	431
9.444	443
9.495	446
9.545	443
9.595	457
9.645	460
9.695	460
9.745	466
9.796	459
9.846	463
9.896	461
9.946	450
9.996	452
10.047	445
10.097	436
10.148	437
10.198	431
10.248	430
10.298	428
10.349	419
10.399	427
10.449	428
10.499	426
10.549	435
10.599	438
10.650	444
10.700	450
10.750	448
10.800	457
10.850	458
10.901	459
10.951	461
11.002	455
11.052	456
11.102	455
11.152	443
11.203	448
11.253	442
11.303	435
11.353	434
11.403	429
11.453	429
11.504	428
11.554	423
11.604	430
11.654	432
11.704	432
11.755	441
11.805	435
11.855	449
11.906	454
11.956	449
12.006	459
12.057	459
12.107	459
12.157	461
12.207	449
12.257	455
12.307	452
12.358	440
12.408	443
12.458	439
12.508	432
12.558	430
12.609	422
12.659	428
12.709	427
12.759	424
12.810	432
12.860	435
12.911	434
12.961	444
13.011	442
13.061	453
13.111	458
13.162	454
13.212	463
13.262	462
13.312	462
13.362	462
13.412	449
13.463	454
13.513	449
13.563	439
13.613	439
13.663	433
13.714	429
13.765	427
13.815	417
13.865	422
13.915	424
13.965	420
14.016	430
14.066	433
14.116	438
14.166	444
14.216	444
14.266	455
14.317	461
14.367	461
14.417	466
14.467	465
14.517	467
14.567	466
14.619	454
14.669	454
14.719	450
14.769	436
14.819	438
14.870	430
14.920	427
14.970	422
15.020	413
15.070	419
15.120	419
15.171	418
15.221	426
15.271	431
15.321	437
15.371	444
15.421	444
15.472	457
15.523	464
15.573	464
15.623	472
15.673	469
15.724	473
15.774	468
15.824	459
15.874	461
15.924	453
15.974	441
16.025	439
16.075	431
16.125	427
16.175	422
16.225	410
16.275	416
16.326	416
16.376	416
16.427	422
16.477	430
16.527	434
16.578	441
16.628	442
16.678	456
16.728	463
16.778	464
16.828	472
16.879	467
16.929	475
16.979	473
17.029	462
17.079	464
17.130	457
17.180	448
17.230	442
17.280	433
17.331	428
17.381	423
17.432	412
17.482	417
17.532	414
17.582	413
17.632	420
17.682	422
17.733	432
17.783	435
17.833	437
17.883	452
17.933	460
17.984	464
18.034	470
18.084	466
18.134	474
18.184	472
18.235	463
18.286	466
18.336	458
18.386	452
18.436	445
18.486	431
18.536	431
18.587	425
18.637	414
18.687	418
18.737	417
18.787	416
18.838	420
18.888	416
18.938	429
18.988	436
19.038	436
19.088	449
19.140	457
19.190	460
19.240	466
19.290	460
19.340	471
19.391	471
19.441	463
19.491	463
19.541	458
19.591	454
19.641	447
19.692	434
19.742	435
19.792	431
19.842	420
19.892	424
19.942	420
19.993	420
20.044	422
20.094	420
20.144	431
20.194	436
20.245	437
20.295	448
20.345	453
20.395	457
20.445	462
20.495	456
20.546	465
20.596	465
20.646	458
20.696	462
20.746	455
20.796	452
20.847	446
20.897	431
20.948	436
20.998	434
21.048	425
21.099	428
21.149	426
21.199	428
21.249	429
21.299	423
21.349	436
21.400	439
21.450	440
21.500	449
21.550	453
21.600	455
21.650	458
21.701	440
21.751	459
