#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 14:41:38 2019
#Time	Pos
#[s]	[au]
0.050	451
0.100	448
0.150	442
0.200	445
0.251	441
0.301	439
0.351	437
0.401	426
0.451	431
0.503	431
0.553	424
0.603	427
0.653	427
0.703	427
0.753	428
0.804	421
0.854	431
0.904	432
0.954	430
1.004	438
1.054	441
1.105	444
1.155	448
1.205	443
1.255	453
1.305	457
1.356	454
1.407	460
1.457	457
1.507	459
1.557	458
1.607	448
1.658	457
1.708	451
1.758	444
1.808	445
1.858	439
1.909	436
1.959	433
2.009	421
2.059	425
2.109	424
2.159	419
2.210	421
2.260	423
2.311	422
2.361	425
2.411	418
2.461	430
2.512	433
2.562	434
2.612	442
2.662	444
2.712	450
2.763	454
2.813	449
2.863	460
2.913	462
2.963	460
3.013	463
3.064	459
3.114	461
3.164	458
3.215	446
3.265	451
3.315	447
3.366	440
3.416	440
3.466	434
3.516	432
3.566	428
3.617	417
3.667	424
3.717	424
3.767	420
3.817	423
3.867	422
3.918	425
3.968	429
4.018	426
4.068	435
4.119	439
4.169	441
4.220	446
4.270	461
4.320	453
4.370	456
4.420	451
4.471	459
4.521	459
4.571	460
4.621	459
4.671	451
4.721	455
4.772	451
4.822	443
4.872	446
4.922	443
4.972	438
5.024	437
5.074	433
5.124	431
5.174	429
5.224	421
5.274	428
5.325	426
5.375	426
5.425	427
5.475	425
5.525	432
5.575	432
5.626	429
5.676	438
5.726	440
5.776	442
5.826	445
5.877	439
5.928	450
5.978	451
6.028	448
6.078	454
6.128	454
6.179	456
6.229	455
6.279	444
6.329	454
6.379	452
6.429	444
6.480	449
6.530	445
6.580	443
6.630	441
6.680	428
6.731	437
6.781	434
6.832	428
6.882	431
6.932	429
6.982	429
7.033	430
7.083	420
7.133	431
7.183	431
7.233	426
7.283	434
7.334	435
7.384	438
7.434	439
7.484	435
7.534	445
7.585	447
7.635	444
7.685	451
7.736	452
7.786	454
7.836	455
7.887	446
7.937	455
7.987	454
8.037	448
8.087	452
8.137	449
8.188	447
8.238	444
8.288	435
8.338	440
8.388	437
8.439	432
8.489	432
8.539	430
8.589	428
8.640	427
8.690	418
8.741	426
8.791	427
8.841	422
8.891	429
8.941	431
8.992	435
9.042	437
9.092	432
9.142	444
9.192	446
9.242	446
9.293	453
9.343	452
9.393	458
9.443	459
9.493	450
9.544	459
9.595	458
9.645	456
9.695	455
9.745	450
9.795	450
9.846	446
9.896	435
9.946	440
9.996	435
10.046	430
10.096	430
10.147	425
10.197	425
10.247	423
10.297	416
10.347	424
10.397	424
10.449	425
10.499	428
10.549	430
10.599	435
10.649	439
10.700	436
10.750	446
10.800	451
10.850	453
10.900	456
10.950	451
11.001	460
11.051	460
11.101	454
11.151	460
11.201	458
11.251	456
11.302	454
11.353	447
11.403	447
11.453	444
11.503	434
11.554	436
11.604	433
11.654	430
11.704	429
11.754	423
11.804	424
11.855	424
11.905	420
11.955	425
12.005	427
12.055	429
12.105	431
12.156	423
12.206	438
12.257	440
12.307	437
12.357	447
12.408	451
12.458	453
12.508	455
12.558	447
12.608	458
12.658	459
12.709	451
12.759	457
12.809	455
12.859	454
12.909	451
12.960	438
13.010	446
13.060	443
