#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	456
0.101	449
0.151	454
0.201	451
0.251	449
0.301	445
0.352	445
0.402	445
0.452	446
0.502	440
0.552	448
0.602	447
0.653	450
0.703	453
0.753	455
0.803	459
0.854	462
0.905	460
0.955	467
1.005	469
1.055	470
1.105	471
1.155	469
1.206	472
1.256	469
1.306	465
1.356	465
1.406	464
1.456	462
1.507	460
1.557	477
1.607	454
1.657	452
1.707	448
1.759	449
1.809	449
1.859	449
1.909	450
1.959	469
2.009	451
2.060	453
2.110	450
2.160	456
2.210	456
2.260	458
2.310	460
2.361	459
2.411	461
2.461	462
2.511	458
2.561	459
2.612	457
2.663	455
2.713	454
2.763	447
2.813	449
2.863	448
2.914	443
2.964	443
3.014	442
3.064	442
3.114	441
3.164	439
3.215	443
3.265	444
3.315	441
3.365	447
3.415	450
3.466	451
3.516	454
3.567	451
3.617	459
3.667	461
3.717	459
3.768	461
3.818	464
3.868	465
3.918	464
3.968	456
4.018	463
4.069	461
4.119	457
4.169	459
4.219	456
4.269	456
4.320	455
4.370	447
4.421	454
4.471	454
4.521	450
4.571	455
4.622	456
4.672	457
4.722	460
4.772	457
4.822	461
4.873	465
4.923	464
4.973	465
5.023	465
5.073	465
5.123	464
5.174	461
5.224	463
5.275	462
5.325	457
5.375	458
5.425	457
5.476	455
5.526	453
5.576	447
5.626	450
5.676	447
5.727	444
5.777	447
5.827	445
5.877	447
5.927	447
5.977	439
6.028	448
6.078	449
6.128	448
6.179	452
6.229	452
6.279	453
6.330	454
6.380	448
6.430	454
6.480	455
6.530	454
6.581	454
6.631	453
6.681	451
6.731	451
6.781	443
6.831	450
6.882	450
6.932	450
6.982	448
7.032	449
7.083	450
7.133	451
7.184	443
7.234	454
7.284	456
7.334	456
7.384	461
7.435	459
7.485	462
7.535	462
7.585	456
7.635	464
7.685	465
7.736	465
7.786	465
7.836	464
7.886	463
7.936	463
7.988	454
8.038	461
8.088	461
8.138	459
8.188	458
8.238	456
8.289	457
8.339	456
8.389	449
8.439	455
8.489	456
8.539	456
8.590	456
8.640	456
8.690	458
8.740	457
8.790	452
8.841	458
8.892	458
8.942	458
8.992	457
9.042	456
9.092	456
9.143	455
9.193	448
9.243	454
9.293	452
9.343	450
9.393	449
9.444	447
9.494	448
9.544	447
9.594	442
9.644	447
9.695	447
9.745	447
9.796	447
9.846	447
9.896	448
9.946	449
9.997	444
10.047	452
10.097	451
10.147	452
10.197	452
10.247	453
10.298	456
10.348	455
10.398	452
10.448	456
10.498	458
10.549	457
10.599	457
10.649	456
10.700	457
10.750	456
10.800	450
10.851	457
10.901	458
10.951	457
11.001	458
11.051	455
11.101	458
11.152	459
11.202	456
11.252	461
11.302	461
11.352	461
11.403	462
11.453	459
11.503	462
11.553	462
11.604	460
11.654	463
11.705	461
11.755	461
11.805	461
11.855	456
11.905	458
11.956	459
12.006	456
12.056	457
12.106	456
12.156	454
12.206	455
12.257	447
12.307	454
12.357	453
12.407	450
12.457	452
12.508	451
12.559	450
12.609	451
12.659	445
12.709	452
12.759	452
12.810	450
12.860	452
12.910	451
12.960	451
13.010	451
13.060	444
13.111	451
13.161	450
13.211	450
13.261	451
13.311	450
13.361	451
13.413	450
13.463	444
13.513	449
13.563	449
13.613	450
13.664	451
13.714	451
13.764	452
13.814	453
13.864	448
13.914	457
13.965	457
14.015	456
14.065	457
14.115	456
14.165	460
14.215	459
14.266	454
14.317	460
14.367	461
14.417	461
14.467	461
14.518	460
14.568	461
14.618	461
14.668	455
14.718	461
14.768	460
14.819	460
14.869	460
14.919	459
14.969	461
15.019	461
15.069	452
15.120	460
15.170	458
15.221	459
15.271	461
15.321	459
15.372	460
15.422	459
15.472	452
15.522	457
15.572	456
15.622	458
15.673	456
15.723	454
15.773	454
15.823	454
15.873	448
15.924	452
15.974	451
16.024	451
16.074	450
16.125	449
16.175	451
16.226	448
16.276	444
16.326	448
16.376	448
16.426	449
16.476	449
16.527	449
16.577	451
16.627	449
16.677	446
16.727	452
16.778	451
16.828	451
16.878	452
16.928	451
16.979	454
17.029	452
17.080	448
17.130	452
17.180	454
17.230	452
17.280	452
17.330	453
17.381	454
17.431	457
17.481	452
17.531	456
17.581	458
17.632	458
17.682	458
17.732	455
17.782	460
17.832	461
17.883	458
17.934	462
17.984	461
18.034	462
18.084	462
18.134	458
18.185	461
18.235	461
18.285	458
18.335	461
18.385	460
18.435	460
18.486	460
18.536	457
18.586	459
18.636	460
18.686	456
18.736	458
18.788	458
18.838	459
18.888	459
18.938	455
18.988	455
19.039	457
19.089	452
19.139	455
19.189	455
19.239	453
19.289	455
19.340	447
19.390	453
19.440	452
19.490	450
19.540	451
19.590	450
19.641	451
19.692	450
19.742	441
19.792	449
19.842	449
19.893	448
19.943	449
19.993	449
20.043	449
20.093	449
20.143	444
20.194	449
20.244	451
20.294	450
20.344	451
20.394	452
20.444	451
20.495	454
20.545	446
20.596	453
20.646	454
20.696	456
20.747	456
20.797	455
20.847	458
20.897	458
20.947	451
20.997	458
21.048	459
21.098	460
21.148	460
21.198	459
21.248	461
21.298	461
21.349	453
21.399	461
21.449	462
21.500	461
21.550	460
21.601	461
21.651	461
21.701	462
21.751	456
21.801	460
21.851	461
21.902	461
21.952	460
22.002	459
22.052	459
22.102	460
22.153	453
22.203	460
22.253	458
22.303	457
22.353	457
22.404	455
22.455	457
22.505	455
22.555	449
22.605	454
22.655	453
22.705	453
22.756	452
22.806	451
22.856	452
22.906	451
22.956	445
23.007	450
23.057	450
23.107	451
23.157	449
23.207	447
23.257	450
23.309	449
23.359	446
23.409	449
23.459	449
23.509	450
23.559	451
23.610	449
23.660	451
23.710	452
23.760	448
23.810	451
23.861	452
23.911	454
23.961	454
24.011	480
24.061	454
24.111	455
24.162	451
24.213	456
24.263	457
24.313	457
24.363	458
24.413	457
24.464	460
24.514	460
24.564	456
24.614	461
24.664	461
24.715	461
24.765	462
24.815	458
24.865	462
24.915	462
24.965	460
25.016	460
25.066	460
25.117	462
25.167	459
25.217	457
25.268	460
25.318	459
25.368	456
25.418	460
25.468	459
25.518	458
25.569	458
25.619	454
25.669	457
25.719	457
25.769	454
25.819	455
25.870	455
25.920	454
25.970	455
26.021	447
26.071	453
26.122	453
26.172	448
26.222	451
26.272	451
26.322	450
26.372	449
26.423	442
26.473	450
26.523	450
26.573	448
26.623	451
26.673	450
26.724	449
26.774	450
26.824	444
26.874	450
26.925	450
26.976	448
27.026	451
27.076	451
27.126	453
27.176	451
27.226	445
27.277	453
27.327	454
27.377	454
27.427	455
27.477	455
27.527	455
27.578	456
27.628	453
27.678	458
27.728	458
27.778	458
27.830	459
27.880	459
27.930	460
27.980	460
28.030	454
28.080	461
28.131	460
28.181	461
28.231	460
28.281	461
28.331	460
28.381	462
28.432	454
28.482	461
28.532	460
28.582	462
28.632	461
28.683	459
28.734	460
28.784	462
28.834	453
28.884	459
28.934	459
28.985	457
29.035	458
29.085	456
29.135	457
29.185	456
29.236	448
29.286	456
29.336	454
29.386	454
29.436	454
29.486	451
29.537	452
29.588	452
29.638	445
29.688	450
29.738	450
29.788	450
29.839	450
29.889	447
29.939	450
29.989	451
30.039	444
30.090	450
30.140	449
30.190	451
30.240	449
30.290	449
30.340	450
30.391	451
30.441	448
30.492	451
30.542	453
30.592	453
30.642	453
30.693	452
30.743	456
30.793	455
30.843	452
30.893	456
30.944	456
30.994	456
31.044	457
31.094	457
31.144	460
31.194	460
31.245	456
31.295	460
31.345	459
31.396	461
31.446	461
31.497	486
31.547	462
31.597	461
31.647	458
31.697	462
31.747	461
31.798	461
31.848	462
31.898	459
31.948	461
31.998	460
32.048	458
32.099	459
32.149	459
32.199	460
32.249	459
32.300	455
32.351	459
32.401	458
32.451	454
32.501	456
32.551	456
32.601	454
32.652	455
32.702	447
32.752	454
32.802	453
32.852	449
32.902	452
32.953	451
33.003	451
33.053	451
33.103	441
33.153	449
33.205	449
33.255	445
33.305	450
33.355	448
33.405	449
33.455	450
33.506	442
33.556	450
33.606	450
33.656	449
33.706	449
33.756	451
33.807	452
33.857	451
33.907	444
33.957	455
34.007	453
34.058	452
34.109	453
34.159	453
34.209	456
34.259	456
34.309	449
34.360	458
34.410	457
34.460	458
34.510	460
34.560	459
34.610	460
34.661	460
34.711	455
34.761	462
34.811	461
34.861	461
34.912	461
34.962	460
35.013	461
35.063	461
35.113	455
35.163	462
35.214	461
35.264	461
35.314	460
35.364	460
35.414	460
35.465	459
35.515	453
35.565	459
35.615	459
35.665	457
35.715	458
35.766	458
35.816	457
35.866	457
35.917	451
35.967	454
36.017	453
36.068	453
36.118	453
36.168	453
36.218	452
36.268	451
36.319	444
36.369	451
36.419	450
36.469	450
36.519	449
36.569	449
36.620	451
36.670	450
36.720	445
36.770	450
36.821	451
36.871	450
36.922	450
36.972	450
37.022	451
37.072	452
37.122	446
37.173	451
37.223	452
37.273	452
37.323	451
37.373	450
37.423	453
37.474	454
37.524	450
37.574	456
37.624	456
37.674	456
37.725	456
37.776	454
37.826	457
37.876	457
37.926	454
37.976	459
38.027	459
38.077	460
38.127	461
38.177	457
38.227	461
38.277	462
38.328	458
38.378	462
38.428	462
38.478	462
38.528	462
38.578	459
38.630	461
38.680	462
38.730	459
38.780	461
38.830	460
38.881	460
38.931	459
38.981	457
39.031	459
39.081	459
39.131	456
39.182	457
39.232	456
39.282	456
39.332	456
39.382	447
39.433	456
39.483	453
39.534	451
39.584	453
39.634	452
39.684	451
39.735	451
39.785	447
39.835	450
39.885	450
39.935	446
39.985	450
40.036	449
40.086	451
40.136	450
40.186	447
40.236	451
40.287	452
40.337	446
40.388	450
40.438	450
40.488	452
40.538	451
40.589	445
40.639	452
40.689	451
40.739	450
40.789	452
40.839	452
40.890	454
40.940	454
40.990	448
41.040	454
41.090	458
41.141	457
41.191	457
41.241	459
41.292	460
41.342	460
41.392	454
41.443	462
41.493	461
41.543	462
41.593	463
41.643	462
41.693	463
41.744	462
41.794	454
41.844	462
41.894	461
41.944	460
41.995	460
42.045	458
42.095	460
42.145	460
42.196	451
42.246	459
42.297	459
42.347	459
42.397	457
42.447	457
42.497	455
42.548	457
42.598	451
42.648	455
42.698	456
42.748	456
42.798	456
42.849	452
42.899	453
42.949	453
42.999	448
43.049	452
43.100	452
43.151	451
43.201	451
43.251	450
43.301	450
43.351	450
43.402	444
43.452	450
43.502	450
43.552	449
43.602	450
43.652	450
43.703	450
43.753	450
43.803	446
43.853	452
43.903	450
43.953	452
44.005	452
44.055	451
44.105	454
44.155	454
44.205	450
44.256	455
44.306	455
44.356	457
44.406	456
44.456	455
44.506	458
44.557	460
44.607	453
44.657	460
44.707	460
44.757	461
44.807	461
44.858	480
44.909	462
44.959	462
45.009	458
45.059	462
45.110	463
45.160	462
45.210	462
45.260	458
45.310	461
45.360	462
45.411	456
45.461	459
45.511	459
45.561	460
45.611	458
45.661	453
45.712	457
45.762	457
45.813	453
45.863	455
45.913	455
45.964	455
46.014	454
46.064	447
46.114	454
46.164	453
46.214	450
46.265	453
46.315	452
46.365	450
46.415	451
46.465	447
46.516	451
46.566	451
46.616	448
46.666	450
46.717	450
46.767	450
46.818	449
46.868	443
46.918	450
46.968	450
47.018	448
47.068	451
47.119	450
47.169	451
47.219	452
47.269	444
47.319	450
47.370	452
47.420	452
47.470	454
47.520	454
47.570	455
47.621	457
47.672	450
47.722	457
47.772	459
47.822	457
47.872	459
47.922	460
47.973	461
48.023	462
48.073	454
48.123	460
48.173	462
48.224	462
48.274	462
48.324	461
48.374	462
48.424	462
48.474	454
48.526	460
48.576	461
48.626	461
48.676	460
48.726	459
48.777	460
48.827	459
48.877	450
48.927	460
48.977	456
49.027	458
49.078	457
49.128	457
49.178	456
49.228	457
49.278	448
49.328	454
49.379	455
49.430	453
49.480	452
49.530	453
49.580	453
49.631	452
49.681	445
49.731	452
49.781	452
49.831	450
49.881	449
49.932	450
49.982	451
50.032	450
50.082	444
50.132	450
50.182	449
50.233	450
50.283	450
50.334	450
50.384	452
50.434	451
50.485	445
50.535	451
50.585	451
50.635	452
50.685	452
50.735	452
50.786	452
50.836	453
50.886	451
50.936	455
50.986	456
51.036	457
51.087	457
51.137	459
51.188	459
51.238	461
51.288	456
51.339	462
51.389	462
51.439	462
51.489	462
51.539	461
51.589	463
51.640	462
51.690	457
51.740	463
51.790	462
51.840	461
51.890	460
51.941	479
51.991	459
52.041	460
52.092	456
52.142	459
52.193	459
52.243	458
52.293	458
52.343	475
52.393	458
52.443	456
52.494	452
52.544	457
52.594	455
52.644	456
52.694	456
52.745	452
52.795	453
52.845	453
52.895	450
52.945	451
52.996	452
53.047	452
53.097	450
53.147	447
53.197	450
53.247	448
53.297	444
53.348	450
53.398	449
53.448	450
53.498	450
53.548	447
53.599	450
53.649	450
53.699	448
53.749	451
53.799	452
53.849	452
53.901	452
53.951	447
54.001	453
54.051	453
54.101	452
54.151	456
54.202	455
54.252	456
54.302	457
54.352	446
54.402	458
54.453	459
54.503	456
54.553	460
54.603	460
54.653	460
54.703	460
54.754	453
54.805	461
54.855	461
54.905	461
54.955	463
55.005	462
55.056	461
55.106	461
55.156	452
55.206	461
55.256	460
55.307	459
55.357	460
55.407	458
55.457	460
55.507	459
55.557	452
55.608	458
55.658	458
55.709	457
55.759	457
55.809	456
55.860	456
55.910	456
55.960	448
56.010	454
56.060	456
56.110	453
56.161	453
56.211	453
56.261	451
56.311	452
56.361	445
56.411	450
56.462	450
56.512	450
56.562	449
56.613	448
56.663	449
56.714	448
56.764	440
56.814	448
56.864	450
56.914	448
56.964	450
57.015	449
57.065	452
57.115	451
57.165	445
57.215	452
57.265	453
57.316	454
57.366	455
57.416	454
57.466	456
57.517	457
57.568	453
57.618	459
57.668	457
57.718	458
57.768	458
57.818	456
57.869	461
57.919	460
57.969	456
58.019	460
58.069	461
58.119	463
58.170	461
58.220	461
58.270	463
58.320	462
58.370	457
58.422	464
58.472	460
58.522	461
58.572	461
58.622	458
58.672	461
58.723	460
58.773	455
58.823	459
58.873	459
58.923	458
58.973	458
59.024	480
59.074	458
59.124	457
59.174	452
59.224	455
59.275	455
59.326	454
59.376	453
59.426	474
59.476	454
59.526	452
59.577	448
59.627	451
59.677	451
59.727	451
59.777	450
59.828	447
59.878	450
59.928	451
59.978	446
60.028	449
60.078	450
60.129	451
60.180	449
60.230	449
60.280	450
60.330	451
60.380	448
60.431	452
60.481	452
60.531	453
60.581	453
60.631	447
60.682	455
60.732	455
60.782	453
60.832	456
60.882	457
60.932	458
60.983	459
61.033	455
61.084	460
61.134	460
61.184	458
61.234	461
61.285	460
61.335	461
61.385	462
61.435	455
61.485	461
61.536	460
61.586	459
61.636	461
61.686	461
61.736	462
61.786	461
61.837	454
61.887	460
61.937	461
61.988	460
62.038	462
62.089	461
62.139	458
62.189	459
62.239	449
62.289	458
62.339	458
62.390	456
62.440	457
62.490	456
62.540	456
62.590	455
62.640	446
62.691	453
62.741	452
62.791	453
62.841	451
62.892	451
62.943	450
62.993	449
63.043	444
63.093	451
63.143	450
63.193	450
63.244	449
63.294	450
63.344	449
63.394	450
63.444	444
63.494	450
63.545	450
63.595	450
63.645	452
63.695	451
63.745	453
63.797	454
63.847	448
63.897	455
63.947	454
63.997	455
64.047	455
64.098	455
64.148	457
64.198	457
