#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 14:41:38 2019
#Time	Pos
#[s]	[au]
0.051	471
0.101	452
0.152	444
0.202	428
0.252	412
0.302	401
0.353	385
0.403	382
0.453	376
0.503	368
0.553	375
0.603	380
0.654	384
0.704	400
0.754	404
0.804	428
0.854	443
0.905	455
0.955	476
1.006	486
1.056	499
1.106	507
1.156	500
1.207	513
1.257	509
1.307	495
1.357	492
1.407	477
1.458	463
1.508	445
1.558	418
1.608	410
1.658	395
1.708	377
1.759	372
1.809	367
1.859	364
1.910	367
1.960	366
2.010	382
2.061	395
2.111	406
2.161	429
2.211	447
2.261	467
2.312	485
2.362	489
2.412	512
2.462	520
2.512	518
2.562	523
2.613	515
2.663	509
2.713	494
2.763	466
2.814	459
2.864	437
2.915	410
2.965	398
3.015	381
3.065	365
3.115	357
3.166	349
3.216	353
3.266	358
3.316	364
3.366	383
3.416	401
3.467	422
3.517	443
3.567	457
3.617	485
3.667	503
3.719	509
3.769	528
3.819	528
3.869	534
3.919	529
3.969	507
4.020	504
4.070	485
4.120	459
4.170	441
4.220	417
4.270	396
4.321	377
4.371	356
4.421	350
4.471	345
4.521	340
4.571	348
4.623	359
4.673	376
4.723	394
4.773	409
4.823	440
4.874	463
4.924	485
4.974	505
5.024	515
5.074	532
5.124	538
5.175	527
5.225	532
5.275	522
5.325	505
5.375	488
5.426	460
5.476	443
5.527	419
5.577	393
5.627	377
5.677	360
5.728	347
5.778	345
5.828	355
5.878	349
5.928	360
5.978	370
6.029	394
6.079	416
6.129	436
6.179	464
6.229	473
6.280	502
6.330	518
6.380	518
6.431	533
6.481	532
6.531	527
6.582	519
6.632	492
6.682	485
6.732	463
6.782	434
6.832	419
6.883	399
6.933	378
6.983	367
7.033	355
7.083	354
7.134	353
7.184	353
7.234	369
7.284	385
7.335	398
7.385	421
7.436	432
7.486	462
7.536	480
7.586	489
7.636	509
7.687	515
7.737	522
7.787	521
7.837	503
7.887	506
7.937	492
7.988	471
8.038	459
8.088	439
8.138	422
8.188	406
8.239	386
8.290	380
8.340	373
8.390	365
8.440	370
8.490	375
8.541	384
8.591	395
8.641	402
8.691	425
8.741	441
8.791	451
8.842	472
8.892	481
8.942	493
8.992	498
9.042	489
9.092	503
9.144	499
9.194	486
9.244	482
9.294	468
9.344	456
9.395	443
9.445	421
9.495	416
9.545	407
9.595	393
9.645	391
9.696	389
9.746	388
9.796	391
9.846	389
9.896	404
9.946	413
9.997	418
10.048	435
10.098	445
10.148	457
10.198	467
10.249	464
10.299	481
10.349	486
10.399	482
10.449	486
10.499	479
10.550	478
10.600	470
10.650	452
10.700	455
10.750	441
10.800	429
10.851	425
10.901	415
10.952	409
11.002	404
11.052	394
11.103	399
11.153	400
11.203	399
11.253	407
11.303	413
11.353	421
11.404	430
11.454	430
11.504	449
11.554	457
11.604	462
11.655	474
11.705	470
11.755	482
11.805	483
11.856	474
11.906	481
11.957	476
12.007	466
12.057	462
12.107	447
12.157	442
12.207	432
12.258	416
12.308	412
12.358	405
12.408	395
12.458	395
12.509	397
12.559	395
12.609	398
12.659	398
12.710	411
12.760	421
12.811	429
12.861	444
12.911	450
12.961	467
13.011	477
13.061	474
13.112	492
13.162	492
13.212	493
13.262	493
13.312	479
13.363	479
13.413	471
13.463	450
13.513	444
13.563	431
13.614	416
13.665	405
13.715	397
13.765	387
13.815	381
13.865	373
13.915	380
13.966	386
14.016	392
14.066	406
14.116	411
14.166	433
14.217	446
14.267	456
14.317	479
14.367	488
14.417	497
14.467	507
14.519	496
14.569	509
14.619	504
14.669	488
14.719	484
14.770	468
14.820	452
14.870	436
14.920	409
14.970	403
15.020	390
15.071	374
15.121	370
15.171	369
15.221	368
15.271	373
15.321	376
15.372	395
15.423	409
15.473	421
15.523	445
15.573	462
15.624	480
15.674	494
15.724	493
15.774	515
15.824	517
15.874	510
15.925	514
15.975	500
16.025	491
16.075	472
16.125	445
16.175	437
16.226	417
16.276	395
16.327	385
16.377	375
16.427	366
16.478	362
16.528	357
16.578	369
16.628	379
16.678	388
16.728	409
16.779	426
16.829	447
16.879	467
16.929	473
16.979	499
17.029	509
17.080	512
17.130	521
17.180	514
17.231	513
17.281	502
17.332	478
17.382	471
17.432	452
17.482	428
17.532	414
17.582	397
17.633	382
17.683	371
17.733	360
17.783	363
17.833	365
17.883	368
17.934	382
17.984	398
18.034	414
18.084	432
18.135	443
18.186	470
18.236	487
18.286	496
18.336	510
18.386	510
18.436	517
18.487	515
18.537	495
18.587	495
18.637	480
18.687	462
18.738	447
18.788	427
18.838	410
18.888	395
18.938	378
18.988	373
19.040	369
19.090	365
19.140	371
19.190	383
19.240	390
19.290	404
19.341	416
19.391	439
19.441	455
19.491	472
19.541	487
19.592	489
19.642	506
19.692	510
19.742	498
19.792	506
19.842	496
19.893	484
19.944	472
19.994	447
20.044	440
20.094	425
20.144	404
20.195	398
20.245	388
20.295	378
20.345	378
20.395	375
20.446	383
20.496	391
20.546	396
20.596	414
20.646	428
20.696	441
20.747	456
20.797	457
20.848	480
20.898	489
20.948	487
20.999	496
21.049	495
21.099	491
21.149	485
21.199	465
21.249	464
21.300	451
21.350	432
21.400	426
21.450	415
21.500	405
21.550	398
21.601	388
21.651	393
21.701	394
21.752	392
21.802	404
21.853	412
21.903	420
21.953	432
22.003	433
22.053	453
22.103	462
22.154	464
22.204	476
22.254	478
22.304	482
22.354	480
22.404	464
22.455	472
22.505	467
22.555	453
22.605	451
22.656	442
22.707	434
22.757	427
22.807	412
22.857	415
22.907	411
22.957	404
23.008	409
23.058	410
23.108	413
23.158	418
23.208	417
23.258	429
23.309	436
23.359	437
23.409	449
23.459	452
23.509	458
23.561	462
23.611	455
23.661	466
23.711	466
23.761	459
23.811	464
23.862	458
23.912	457
23.962	452
24.012	439
24.062	443
24.112	438
24.163	428
24.213	429
24.263	423
24.313	422
24.363	421
24.414	412
24.465	419
24.515	419
24.565	416
24.615	422
24.665	426
24.716	431
24.766	436
24.816	435
24.866	449
24.916	453
24.967	452
25.017	462
25.067	463
