#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	422
0.100	425
0.151	419
0.201	431
0.251	432
0.301	432
0.351	437
0.402	436
0.452	440
0.503	440
0.553	430
0.603	440
0.653	439
0.704	436
0.754	437
0.804	431
0.854	432
0.904	429
0.954	420
1.005	424
1.055	423
1.105	414
1.155	417
1.205	413
1.256	415
1.306	412
1.356	404
1.407	412
1.457	413
1.507	408
1.558	416
1.608	415
1.658	421
1.708	424
1.758	417
1.809	432
1.859	433
1.909	436
1.959	441
2.009	435
2.059	445
2.110	446
2.160	440
2.210	446
2.260	444
2.311	441
2.361	439
2.412	431
2.462	432
2.512	427
2.562	416
2.612	418
2.663	413
2.713	409
2.763	407
2.813	403
2.863	404
2.913	404
2.964	397
3.014	406
3.064	409
3.114	413
3.165	418
3.215	415
3.266	430
3.316	435
3.366	432
3.416	446
3.466	449
3.517	452
3.567	454
3.617	443
3.667	455
3.717	453
3.767	440
3.818	446
3.868	440
3.918	435
3.968	428
4.018	411
4.070	415
4.120	408
4.170	398
4.220	400
4.270	397
4.320	395
4.371	396
4.421	386
4.471	400
4.521	405
4.571	404
4.621	417
4.672	423
4.722	431
4.772	438
4.822	433
4.872	451
4.922	457
4.974	452
5.024	462
5.074	461
5.124	461
5.174	457
5.225	440
5.275	447
5.325	441
5.375	428
5.425	426
5.475	417
5.526	410
5.576	404
5.626	390
5.676	394
5.726	391
5.777	385
5.827	389
5.878	393
5.928	400
5.978	404
6.028	402
6.079	419
6.129	426
6.179	432
6.229	444
6.279	449
6.329	457
6.380	462
6.430	453
6.480	466
6.530	465
6.580	460
6.631	459
6.681	450
6.731	446
6.782	438
6.832	420
6.882	421
6.933	412
6.983	402
7.033	398
7.083	392
7.133	391
7.183	388
7.234	380
7.284	392
7.334	395
7.384	396
7.434	407
7.485	413
7.535	422
7.585	432
7.635	430
7.686	448
7.736	455
7.787	458
7.837	464
7.887	463
7.937	466
7.987	464
8.038	451
8.088	456
8.138	449
8.188	437
8.238	433
8.288	422
8.339	417
8.389	409
8.439	394
8.489	397
8.539	392
8.590	387
8.641	388
8.691	393
8.741	393
8.791	397
8.841	396
8.892	411
8.942	419
8.992	425
9.042	435
9.092	435
9.142	451
9.193	457
9.243	453
9.293	464
9.343	465
9.393	464
9.443	463
9.495	447
9.545	453
9.595	446
9.645	430
9.695	431
9.746	423
9.796	414
9.846	407
9.896	391
9.946	395
9.996	393
10.047	385
10.097	391
10.147	393
10.197	396
10.247	401
10.297	398
10.348	414
10.399	421
10.449	422
10.499	437
10.549	443
10.600	450
10.650	455
10.700	445
10.750	461
10.800	462
10.850	452
10.901	459
10.951	453
11.001	449
11.051	443
11.101	423
11.151	429
11.202	420
11.252	409
11.303	408
11.353	403
11.403	400
11.454	397
11.504	384
11.554	397
11.604	398
11.654	396
11.704	405
11.755	411
11.805	417
11.855	424
11.905	417
11.955	435
12.006	443
12.056	441
12.106	451
12.156	454
12.207	456
12.257	457
12.308	443
12.358	454
12.408	450
12.458	440
12.508	441
12.558	434
12.609	429
12.659	423
12.709	405
12.759	412
12.809	408
12.860	400
12.910	403
12.960	401
13.010	402
13.061	403
13.111	395
13.162	408
13.212	410
13.262	412
13.312	421
13.362	427
13.412	433
13.463	438
13.513	432
13.563	447
13.613	449
13.663	448
13.714	453
13.764	449
13.814	451
13.864	449
13.914	432
13.965	440
14.016	436
14.066	428
14.116	426
14.166	420
14.216	418
14.266	413
14.317	401
14.367	407
14.417	406
14.467	401
14.517	405
14.568	405
14.618	408
14.668	411
14.718	404
14.768	419
14.818	423
14.870	424
14.920	432
14.970	434
15.020	442
15.070	444
15.121	437
15.171	449
15.221	448
15.271	446
15.321	448
15.371	444
15.422	445
15.472	440
15.522	424
15.572	433
15.622	426
15.672	420
15.723	421
15.774	413
15.824	413
15.874	408
15.924	400
15.975	408
16.025	406
16.075	404
16.125	409
16.175	409
16.225	414
16.276	418
16.326	414
16.376	427
16.426	431
16.476	434
16.526	440
16.577	431
16.627	446
16.678	448
16.728	442
16.778	450
16.829	448
16.879	447
16.929	446
16.979	431
17.029	438
17.079	432
17.130	422
17.180	424
17.230	419
17.280	413
17.330	411
17.380	396
17.431	404
17.481	403
17.531	398
17.582	406
17.632	405
17.683	411
17.733	412
17.783	409
17.833	420
17.883	427
17.933	425
17.984	438
18.034	439
18.084	447
18.134	450
18.184	440
18.234	454
18.285	453
18.335	446
18.385	450
18.435	446
18.486	443
18.537	438
18.587	422
18.637	427
18.687	420
18.737	410
18.787	411
18.838	405
18.888	403
18.938	402
18.988	392
19.038	401
19.089	402
19.139	400
19.189	409
19.239	411
19.289	419
19.339	425
19.391	419
19.441	437
19.491	442
19.541	442
19.591	452
19.641	453
19.692	456
19.742	455
19.792	442
19.842	455
19.892	450
19.943	442
19.993	440
20.043	434
20.093	428
20.143	422
20.193	408
20.244	411
20.295	406
20.345	397
20.395	400
20.445	398
20.495	399
20.546	400
20.596	396
20.646	406
20.696	411
20.746	412
20.797	423
20.847	427
20.897	434
20.947	441
20.997	439
21.047	454
21.098	454
21.148	455
21.199	459
21.249	455
21.299	456
21.350	453
21.400	437
21.450	443
21.500	436
21.550	426
21.600	421
21.651	415
21.701	411
21.751	407
21.801	394
21.851	400
21.901	396
21.952	390
22.002	399
22.052	405
22.103	405
22.153	410
22.204	406
22.254	422
22.304	428
22.354	433
22.404	442
22.454	441
22.505	452
22.555	456
22.605	448
22.655	459
22.705	458
22.755	456
22.806	454
22.856	442
22.906	443
22.956	436
23.007	420
23.058	424
23.108	415
23.158	409
23.208	405
23.258	399
23.308	398
23.359	397
23.409	390
23.459	398
23.509	400
23.559	404
23.609	410
23.660	407
23.710	422
23.760	428
23.810	427
23.860	441
23.912	446
23.962	452
24.012	457
24.062	443
24.112	460
24.162	458
24.213	450
24.263	454
24.313	448
24.363	444
24.413	438
24.463	419
24.514	424
24.564	417
24.614	405
24.664	406
24.714	402
24.765	399
24.816	397
24.866	388
24.916	398
24.966	400
25.016	398
25.067	409
25.117	415
25.167	420
25.217	427
25.267	423
25.318	441
25.368	447
25.418	448
25.468	457
25.518	457
25.568	459
25.619	458
25.670	445
25.720	453
25.770	449
25.820	436
25.870	438
25.921	430
25.971	426
26.021	419
26.071	400
26.121	407
26.172	403
26.222	394
26.272	398
26.322	397
26.372	398
26.422	401
26.473	396
26.523	409
26.574	415
26.624	414
26.674	427
26.724	432
26.775	440
26.825	445
26.875	436
26.925	454
26.975	457
27.026	456
27.076	458
27.126	455
27.176	453
27.226	449
27.276	432
27.327	440
27.377	432
27.427	422
27.478	419
27.528	414
27.578	410
27.629	406
27.679	393
27.729	400
27.779	398
27.829	396
27.880	401
27.930	403
27.980	410
28.030	414
28.080	410
28.130	426
28.181	430
28.231	434
28.281	443
28.331	445
28.382	452
28.433	455
28.483	446
28.533	456
28.583	455
28.633	450
28.683	449
28.734	441
28.784	440
28.834	434
28.884	419
28.934	423
28.984	416
29.035	408
29.085	406
29.135	405
29.185	401
29.235	400
29.287	394
29.337	404
29.387	405
29.437	408
29.487	413
29.537	415
29.588	424
29.638	429
29.688	426
29.738	440
29.788	443
29.838	448
29.889	453
29.939	447
29.989	453
30.039	454
30.089	445
30.140	451
30.191	446
30.241	442
30.291	436
30.341	427
30.391	426
30.442	420
30.492	406
30.542	410
30.592	407
30.642	403
30.692	402
30.743	399
30.793	403
30.843	404
30.893	400
30.943	411
30.994	415
31.044	418
31.095	427
31.145	423
31.195	437
31.245	442
31.296	439
31.346	449
31.396	451
31.446	454
31.496	453
31.546	441
31.597	452
31.647	448
31.697	439
31.747	440
31.797	433
31.848	428
31.898	423
31.948	407
31.999	416
32.049	408
32.099	398
32.150	403
32.200	402
32.250	403
32.300	404
32.350	396
32.401	409
32.451	413
32.501	412
32.551	423
32.601	427
32.651	433
32.702	438
32.752	432
32.802	448
32.852	450
32.903	448
32.953	453
33.004	452
33.054	452
33.104	450
33.154	435
33.204	442
33.255	439
33.305	428
33.355	426
33.405	421
33.455	417
33.505	411
33.556	398
33.606	405
33.656	404
33.706	396
33.757	401
33.807	405
33.858	408
33.908	408
33.958	406
34.008	420
34.058	425
34.109	426
34.159	436
34.209	441
34.259	445
34.309	449
34.359	441
34.410	454
34.460	454
34.510	450
34.560	452
34.610	447
34.662	446
34.712	441
34.762	425
34.812	430
34.862	425
34.912	416
34.963	414
35.013	408
35.063	406
35.113	404
35.163	394
35.213	399
35.264	403
35.314	402
35.364	408
35.414	411
35.464	417
35.514	422
35.566	416
35.616	433
35.666	437
35.716	442
35.766	449
35.817	450
35.867	455
35.917	456
35.967	447
36.017	454
36.067	453
36.118	448
36.168	444
36.218	436
36.268	433
36.318	426
36.369	413
36.419	416
36.470	410
36.520	403
36.570	403
36.620	403
36.671	400
36.721	400
36.771	392
36.821	405
36.871	408
36.921	412
36.972	420
37.022	423
37.072	431
37.122	438
37.172	436
37.223	449
37.273	452
37.323	456
37.374	458
37.424	451
37.474	457
37.525	455
37.575	443
37.625	446
37.675	439
37.725	434
37.775	428
37.826	415
37.876	415
37.926	410
37.976	402
38.026	402
38.077	400
38.127	397
38.177	400
38.227	395
38.278	403
38.328	407
38.379	404
38.429	418
38.479	424
38.529	431
38.579	437
38.630	430
38.680	448
38.730	453
38.780	450
