#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	446
0.100	452
0.150	450
0.200	448
0.250	455
0.301	454
0.351	454
0.401	453
0.451	443
0.501	452
0.551	450
0.602	443
0.652	446
0.702	444
0.753	444
0.803	441
0.854	435
0.904	438
0.954	437
1.004	433
1.054	435
1.104	434
1.155	434
1.205	435
1.255	426
1.305	434
1.355	435
1.405	432
1.456	437
1.506	436
1.556	437
1.607	439
1.657	430
1.708	440
1.758	441
1.808	438
1.858	445
1.908	444
1.958	445
2.009	446
2.059	436
2.109	447
2.159	448
2.209	444
2.259	447
2.310	446
2.360	450
2.410	450
2.460	439
2.511	451
2.562	448
2.612	446
2.662	447
2.712	447
2.762	446
2.812	446
2.863	435
2.913	444
2.963	443
3.013	436
3.063	439
3.113	438
3.164	437
3.214	436
3.264	425
3.314	434
3.365	432
3.416	428
3.466	432
3.516	433
3.566	434
3.616	434
3.666	425
3.717	438
3.767	440
3.817	436
3.867	442
3.917	444
3.968	447
4.018	448
4.068	440
4.118	452
4.168	452
4.218	450
4.270	454
4.320	453
4.370	455
4.420	454
4.470	442
4.520	450
4.571	451
4.621	446
4.671	447
4.721	443
4.771	443
4.822	441
4.872	432
4.922	438
4.972	437
5.022	434
5.072	435
5.123	435
5.174	434
5.224	434
5.274	426
5.324	435
5.374	436
5.425	434
5.475	436
5.525	436
5.575	438
5.625	438
5.676	428
5.726	441
5.776	441
5.826	441
5.876	443
5.926	443
5.977	445
6.027	446
6.078	439
6.128	448
6.178	449
6.228	448
6.279	449
6.329	449
6.379	451
6.429	451
6.479	441
6.530	451
6.580	448
6.630	448
6.680	448
6.730	446
6.780	447
6.831	445
6.881	436
6.932	442
6.982	440
7.032	438
7.083	438
7.133	435
7.183	436
7.233	434
7.283	428
7.333	433
7.384	432
7.434	433
7.484	433
7.534	432
7.584	434
7.634	436
7.685	431
7.735	438
7.785	440
7.836	444
7.886	443
7.937	444
7.987	447
8.037	448
8.087	441
8.137	452
8.187	451
8.238	452
8.288	452
8.338	471
8.388	452
8.438	452
8.488	445
8.539	449
8.589	448
8.639	449
8.689	446
8.740	441
8.791	444
8.841	441
8.891	435
8.941	439
8.991	437
9.041	436
9.092	436
9.142	433
9.192	434
9.242	435
9.292	430
9.342	436
9.393	435
9.443	436
9.493	438
9.543	431
9.593	438
9.645	441
9.695	435
9.745	441
9.795	441
9.845	441
9.895	442
9.946	439
9.996	446
10.046	447
10.096	441
10.146	448
10.196	449
10.247	450
10.297	450
10.347	439
10.397	451
10.447	451
10.498	446
10.549	451
10.599	449
10.649	449
10.699	447
10.749	437
10.800	445
10.850	444
10.900	439
10.950	442
11.000	439
11.051	439
11.101	436
11.151	427
11.201	435
11.251	434
11.301	430
11.352	434
11.402	433
11.453	432
11.503	434
11.553	424
11.603	435
11.654	438
11.704	435
11.754	440
11.804	440
11.854	443
11.905	444
11.955	436
12.005	447
12.055	448
12.105	448
12.155	450
12.206	451
12.256	453
12.306	451
12.357	442
12.407	451
12.457	452
12.508	449
12.558	449
12.608	447
12.658	448
12.708	446
12.759	436
12.809	443
12.859	442
12.909	440
12.959	439
13.009	437
13.060	437
13.110	437
13.160	426
13.210	434
13.261	435
13.312	432
13.362	434
13.412	436
13.462	434
13.512	436
13.562	429
13.613	438
13.663	437
13.713	440
13.763	440
13.813	439
13.863	442
13.914	444
13.964	439
14.014	446
14.064	446
14.114	449
14.166	451
14.216	449
14.266	451
14.316	451
14.366	446
14.416	452
14.467	451
14.517	451
14.567	450
14.617	447
14.667	449
14.717	447
14.768	440
14.818	446
14.868	444
14.918	443
14.968	440
15.019	459
15.070	438
15.120	436
15.170	430
15.220	434
15.270	435
15.321	433
15.371	433
15.421	432
15.471	434
15.521	434
15.571	427
15.622	436
15.672	437
15.722	439
15.772	440
15.822	439
15.873	443
15.923	444
15.974	441
16.024	448
16.074	449
16.124	450
16.175	450
16.225	446
16.275	452
16.325	452
16.375	445
16.425	452
16.476	450
16.526	450
16.576	450
16.626	443
16.676	447
16.727	446
16.777	440
16.828	445
16.878	442
16.928	442
16.978	439
17.029	431
17.079	438
17.129	439
17.179	430
17.229	435
17.280	434
17.330	434
17.380	436
17.430	427
17.480	435
17.530	436
17.581	430
17.631	437
17.681	437
17.732	439
17.782	439
17.832	430
17.883	442
17.933	444
17.983	440
18.033	445
18.083	446
18.134	448
18.184	449
18.234	440
18.284	451
18.334	451
18.384	448
18.435	451
18.485	450
18.535	451
18.585	451
18.636	440
18.686	449
18.737	448
18.787	444
18.837	445
18.887	443
18.937	441
18.988	442
19.038	430
19.088	437
19.138	437
19.188	432
19.238	435
19.289	435
19.339	434
19.389	434
19.439	425
19.489	432
19.540	434
19.591	430
19.641	435
19.691	436
19.741	437
19.791	438
19.842	433
19.892	442
19.942	443
19.992	444
20.042	446
20.092	446
20.143	449
20.193	449
20.243	442
20.293	451
20.343	451
20.393	451
20.445	451
20.495	449
20.545	451
20.595	449
20.645	442
20.696	449
20.746	446
20.796	445
20.846	446
20.896	441
20.946	441
20.997	439
21.047	431
21.097	437
21.147	435
21.197	437
21.248	435
21.298	433
21.349	432
21.399	436
21.449	425
21.499	436
21.550	433
21.600	436
21.650	435
21.700	437
21.750	437
21.800	440
21.851	436
21.901	443
21.951	444
22.001	446
22.051	447
22.102	468
22.152	450
22.202	451
22.253	444
22.303	452
22.353	453
22.404	453
22.454	452
22.504	447
22.554	451
22.604	451
22.654	443
22.705	450
22.755	445
22.805	444
22.855	443
22.905	437
22.956	441
23.006	438
23.056	432
23.106	436
23.157	436
23.207	434
23.258	432
23.308	431
23.358	434
23.408	434
23.458	428
23.508	433
23.559	435
23.609	436
23.659	438
23.709	431
23.759	441
23.810	442
23.860	439
23.910	444
23.960	445
24.010	448
24.061	449
24.112	441
24.162	451
24.212	451
24.262	446
24.312	451
24.363	449
24.413	451
24.463	451
24.513	440
24.563	450
24.613	449
24.664	444
24.714	446
24.764	444
24.814	443
24.864	441
24.914	430
24.966	440
25.016	437
25.066	434
25.116	436
25.166	434
25.217	434
25.267	433
25.317	426
25.367	435
25.417	434
25.467	432
25.518	436
25.568	435
25.618	437
25.668	439
25.718	432
25.768	442
25.819	444
25.870	442
25.920	446
25.970	447
26.020	449
26.071	450
26.121	442
26.171	451
26.221	452
26.271	450
26.321	451
26.372	450
26.422	451
26.472	451
26.522	442
26.572	448
26.622	447
26.673	446
26.723	444
26.774	443
26.824	441
26.874	440
26.925	432
26.975	438
27.025	435
27.075	434
27.125	437
27.175	435
27.226	434
27.276	434
27.326	427
27.376	436
27.426	434
27.476	436
27.527	437
27.577	436
27.628	438
27.678	439
27.728	433
27.779	442
27.829	443
27.879	444
27.929	445
27.979	445
28.029	448
28.080	450
28.130	442
28.180	451
28.230	449
28.280	451
28.331	449
28.381	451
28.431	451
28.481	450
28.532	443
28.582	449
28.633	446
28.683	447
28.733	445
28.783	441
28.833	444
28.883	441
28.934	433
28.984	439
29.034	438
29.084	438
29.134	434
29.185	455
29.235	435
29.285	434
29.335	428
29.385	434
29.436	434
29.487	436
29.537	436
29.587	456
29.637	438
29.687	439
29.737	434
29.788	442
29.838	443
29.888	444
29.938	447
29.988	443
30.039	450
30.089	449
30.139	446
30.189	451
30.239	452
30.289	452
30.341	452
30.391	447
30.441	452
30.491	451
30.541	444
30.592	448
30.642	448
30.692	446
30.742	444
30.792	439
30.842	441
30.893	440
30.943	433
30.993	439
31.043	437
31.093	436
31.143	434
31.194	423
31.245	436
31.295	434
31.345	429
31.395	435
31.446	435
31.496	435
31.546	437
31.596	428
31.646	438
31.696	440
31.747	438
31.797	443
31.847	443
31.897	445
31.947	446
31.997	436
32.048	449
32.098	451
32.149	448
32.199	451
32.249	450
32.300	451
32.350	452
32.400	441
32.450	451
32.500	449
32.550	448
32.601	447
32.651	446
32.701	445
32.751	445
32.801	432
32.851	441
32.902	438
32.952	434
33.002	438
33.053	435
33.103	433
33.154	435
33.204	424
33.254	434
33.304	433
33.354	432
33.404	435
33.455	434
33.505	436
33.555	437
33.605	428
33.655	439
33.705	441
33.756	441
33.806	443
33.856	443
33.906	446
33.957	448
34.008	440
34.058	451
34.108	451
34.158	450
34.208	452
34.258	452
34.309	452
34.359	451
34.409	443
34.459	450
34.509	449
34.560	450
34.610	448
34.660	443
34.710	444
34.760	442
34.810	435
34.862	440
34.912	440
34.962	438
35.012	437
35.062	434
35.112	434
35.163	433
35.213	428
35.263	433
35.313	434
35.363	435
35.414	435
35.464	434
35.514	437
35.564	438
35.614	432
35.664	440
35.715	441
35.766	442
35.816	444
35.866	443
35.916	446
35.966	448
36.017	444
36.067	450
36.117	451
36.167	452
36.217	451
36.268	448
36.318	453
36.368	450
36.418	446
36.468	449
36.518	448
36.569	448
36.619	448
36.670	442
36.720	445
36.770	444
36.820	436
36.871	438
36.921	438
36.971	438
37.021	436
37.071	434
37.122	434
37.172	434
37.222	428
37.272	433
37.322	434
37.372	435
37.423	435
37.473	434
37.524	437
37.574	438
37.624	434
37.675	441
37.725	443
37.775	444
37.825	445
37.875	442
37.925	448
37.976	450
38.026	444
38.076	450
38.126	450
38.176	454
38.226	452
38.277	443
38.327	452
38.377	450
38.428	446
38.478	448
38.529	447
38.579	446
38.629	445
38.679	435
38.729	443
38.779	441
38.830	436
38.880	438
38.930	436
38.980	436
39.030	436
39.080	424
39.131	435
39.181	433
39.231	430
39.281	435
39.332	435
39.383	435
39.433	436
39.483	428
39.533	438
39.583	438
39.633	438
39.684	443
39.734	443
39.784	444
39.834	446
39.884	436
39.934	449
39.985	449
40.035	448
40.085	450
40.135	450
40.185	452
40.237	452
40.287	441
40.337	451
40.387	451
40.437	446
40.487	448
40.538	445
40.588	446
40.638	446
40.688	434
40.738	442
40.788	439
40.839	438
40.889	438
40.939	437
40.989	435
41.039	434
41.090	426
41.141	435
41.191	434
41.241	432
41.291	434
41.341	434
41.392	435
41.442	436
41.492	430
41.542	438
41.592	439
41.643	440
41.693	443
41.743	443
41.793	446
41.843	446
41.893	442
41.944	449
41.994	450
42.045	452
42.095	452
42.145	451
42.195	452
42.246	453
42.296	448
42.346	452
42.396	449
42.446	449
42.497	449
42.547	444
42.597	444
42.647	442
42.697	434
42.747	438
42.798	438
42.848	437
42.898	435
42.949	434
42.999	433
43.049	434
43.100	427
43.150	434
43.200	434
43.250	434
43.300	435
43.351	434
43.401	438
43.451	437
43.501	434
43.551	441
43.601	442
43.652	444
43.702	445
43.752	443
43.802	447
43.853	449
43.904	445
43.954	450
44.004	450
44.054	451
44.104	451
44.154	447
44.205	451
44.255	450
44.305	445
44.355	449
44.405	447
44.455	447
44.506	447
44.556	435
44.606	444
44.656	443
44.706	437
44.758	441
44.808	438
44.858	438
44.908	436
44.958	427
45.008	437
45.059	434
45.109	428
45.159	434
45.209	434
45.259	437
45.309	436
45.360	426
45.410	437
45.460	438
45.510	436
45.560	440
45.611	441
45.662	443
45.712	445
45.762	436
45.812	447
45.862	449
45.913	446
45.963	451
46.013	451
46.063	452
46.113	453
46.163	443
46.214	454
46.264	451
46.314	448
46.364	451
46.414	448
46.465	447
46.515	447
46.566	435
46.616	442
46.666	441
46.716	436
46.767	438
46.817	437
46.867	434
46.917	436
46.967	425
47.017	434
47.068	434
47.118	432
47.168	435
47.218	434
47.268	436
47.319	437
47.369	428
47.420	438
47.470	439
47.520	438
47.570	442
47.621	444
47.671	445
47.721	446
47.771	440
47.821	449
47.872	450
47.922	449
47.972	451
48.022	450
48.072	452
48.122	452
48.173	444
48.223	451
48.273	450
48.324	448
48.374	449
48.424	447
48.475	446
48.525	445
48.575	436
48.625	443
48.675	442
48.726	440
48.776	438
48.826	436
48.876	436
48.926	435
48.976	428
49.027	435
49.077	434
49.127	435
49.177	435
49.228	435
49.278	437
49.329	436
49.379	432
49.429	438
49.479	440
49.529	440
49.580	442
49.630	442
49.680	444
49.730	446
49.780	441
49.830	449
49.881	449
49.931	451
49.981	452
50.031	449
50.081	452
50.132	452
50.183	445
50.233	451
50.283	451
50.333	449
50.383	449
50.434	466
50.484	447
50.534	445
50.584	438
50.634	443
50.684	439
50.735	440
50.785	437
50.835	435
50.885	435
50.935	436
50.985	429
51.037	434
51.087	431
51.137	435
51.187	434
51.237	433
51.288	436
51.338	436
51.388	432
51.438	438
51.488	439
51.538	441
51.589	443
51.639	442
51.689	446
51.739	448
51.789	444
51.840	450
51.890	450
51.941	451
51.991	452
52.041	447
52.091	452
52.142	451
52.192	446
52.242	451
52.292	449
52.342	448
52.392	447
52.443	437
52.493	445
52.543	444
52.593	438
52.643	440
52.694	439
52.744	439
52.794	439
52.845	428
52.895	435
52.945	436
52.996	430
53.046	435
53.096	433
53.146	434
53.196	435
53.246	426
53.297	437
53.347	437
53.397	434
53.447	439
53.497	441
53.548	444
53.598	444
53.648	434
53.698	446
53.749	448
53.799	445
53.850	449
53.900	449
53.950	451
54.000	452
54.050	443
54.100	452
54.151	452
54.201	450
54.251	451
54.301	449
54.351	449
54.402	448
54.452	438
54.502	445
54.552	443
54.602	442
54.653	440
54.704	439
54.754	439
54.804	436
54.854	426
54.904	435
54.955	434
55.005	434
55.055	433
55.105	434
55.155	434
55.205	434
55.256	429
55.306	436
55.356	438
55.406	438
55.456	440
