#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 14:41:38 2019
#Time	Pos
#[s]	[au]
0.050	437
0.100	447
0.150	449
0.200	454
0.250	456
0.301	448
0.351	459
0.401	460
0.451	453
0.501	457
0.552	457
0.602	454
0.652	451
0.702	434
0.753	444
0.803	438
0.854	428
0.904	431
0.954	425
1.004	422
1.054	419
1.104	410
1.155	418
1.205	419
1.255	414
1.305	421
1.355	424
1.406	427
1.456	433
1.506	428
1.556	443
1.606	448
1.657	449
1.708	458
1.758	460
1.808	465
1.858	466
1.908	457
1.959	466
2.009	463
2.059	456
2.109	457
2.159	451
2.209	447
2.260	441
2.310	426
2.360	429
2.410	422
2.460	414
2.510	413
2.562	411
2.612	409
2.662	409
2.712	404
2.762	413
2.813	418
2.863	422
2.913	429
2.963	435
3.013	446
3.063	452
3.114	451
3.164	465
3.214	469
3.264	471
3.314	475
3.364	472
3.415	474
3.466	471
3.516	456
3.566	459
3.616	452
3.667	440
3.717	435
3.767	425
3.817	420
3.867	413
3.917	400
3.968	403
4.018	401
4.068	397
4.118	404
4.168	405
4.218	412
4.269	418
4.319	419
4.370	435
4.420	445
4.470	452
4.521	463
4.571	462
4.621	476
4.671	480
4.721	474
4.771	484
4.822	481
4.872	478
4.922	471
4.972	455
5.022	455
5.072	444
5.123	428
5.173	424
5.224	414
5.274	404
5.324	400
5.375	399
5.425	393
5.475	393
5.525	389
5.575	400
5.625	406
5.676	414
5.726	425
5.776	431
5.826	447
5.876	459
5.927	460
5.977	477
6.027	483
6.077	489
6.128	491
6.178	479
6.229	488
6.279	483
6.329	466
6.379	465
6.429	454
6.479	442
6.530	432
6.580	413
6.630	409
6.680	399
6.730	386
6.781	388
6.831	385
6.881	386
6.931	390
6.981	386
7.032	404
7.083	415
7.133	420
7.183	439
7.233	451
7.283	464
7.333	475
7.384	472
7.434	492
7.484	496
7.534	492
7.584	497
7.635	490
7.685	486
7.735	475
7.785	455
7.835	453
7.885	439
7.937	420
7.987	413
8.037	402
8.087	392
8.137	385
8.187	374
8.238	382
8.288	383
8.338	384
8.388	394
8.438	405
8.489	417
8.539	429
8.589	432
8.639	457
8.689	470
8.739	477
8.790	491
8.841	494
8.891	501
8.941	502
8.991	488
9.042	493
9.092	484
9.142	470
9.192	462
9.242	447
9.292	434
9.343	420
9.393	400
9.443	397
9.493	388
9.543	377
9.593	377
9.644	379
9.694	381
9.745	386
9.795	389
9.845	406
9.896	419
9.946	429
9.996	447
10.046	459
10.096	475
10.146	485
10.197	484
10.247	501
10.297	503
10.347	502
10.397	499
10.447	489
10.498	482
10.548	470
10.598	448
10.649	443
10.699	430
10.750	413
10.800	403
10.850	394
10.900	386
10.950	380
11.000	372
11.051	378
11.101	383
11.151	385
11.201	399
11.251	412
11.301	423
11.352	437
11.402	444
11.452	465
11.502	477
11.553	486
11.604	495
11.654	487
11.704	502
11.754	501
11.804	488
11.854	489
11.905	478
11.955	467
12.005	455
12.055	437
12.105	426
12.155	413
12.206	396
12.256	393
12.306	387
12.356	380
12.406	380
12.458	383
12.508	388
12.558	395
12.608	398
12.658	415
12.708	427
12.759	440
12.809	453
12.859	451
12.909	477
12.959	486
13.010	486
13.060	496
13.110	496
13.160	496
13.210	491
13.260	469
13.311	474
13.362	463
13.412	444
13.462	437
13.512	425
13.562	414
13.613	404
13.663	387
13.713	390
13.763	385
13.813	379
13.864	388
13.914	392
13.964	399
14.014	408
14.064	408
14.114	430
14.165	442
14.215	449
14.266	466
14.316	474
14.366	482
14.416	488
14.467	478
14.517	490
14.567	489
14.617	480
14.667	479
14.718	468
14.768	459
14.818	448
14.868	427
14.918	425
14.968	415
15.019	401
15.069	400
15.120	395
15.170	392
15.220	391
15.271	386
15.321	398
15.371	405
15.421	408
15.471	422
15.521	432
15.572	443
15.622	453
15.672	452
15.722	471
15.772	477
15.822	478
15.873	485
15.923	482
15.973	482
16.024	477
16.074	462
16.125	465
16.175	456
16.225	442
16.275	437
16.325	427
16.375	418
16.426	412
16.476	398
16.526	400
16.576	399
16.626	395
16.676	400
16.727	404
16.777	410
16.827	416
16.877	416
16.928	432
16.979	441
17.029	446
17.079	458
17.129	463
17.179	471
17.229	475
17.280	467
17.330	478
17.380	476
17.430	471
17.480	470
17.530	460
17.581	456
17.631	448
17.681	432
17.731	432
17.781	424
17.833	416
17.883	412
17.933	408
17.983	405
18.033	405
18.083	400
18.134	407
18.184	413
18.234	416
18.284	424
18.334	431
18.384	436
18.435	445
18.485	444
18.535	459
18.585	463
18.635	464
18.686	472
18.737	465
18.787	473
18.837	471
18.887	460
18.937	464
18.988	457
19.038	450
19.088	445
19.138	435
19.188	430
19.239	424
19.289	410
19.339	414
19.389	410
19.439	407
19.489	408
19.540	409
19.590	411
19.641	415
19.691	412
19.741	425
19.791	431
19.842	439
19.892	446
19.942	447
19.992	459
20.042	465
20.093	461
20.143	472
20.193	471
20.243	472
20.293	469
20.343	455
20.394	463
20.444	456
20.494	444
20.545	444
20.595	435
20.645	429
20.696	423
20.746	408
20.796	413
20.846	409
20.896	402
20.947	408
20.997	408
21.047	411
21.097	415
21.147	411
21.197	426
21.248	433
21.298	434
21.348	448
21.398	454
21.449	461
21.499	466
21.550	459
21.600	473
21.650	473
21.700	467
21.750	471
21.801	465
21.851	463
21.901	458
21.951	440
22.001	442
22.051	434
22.102	421
22.152	421
22.202	413
22.252	410
22.302	406
22.354	397
22.404	404
22.454	407
22.504	405
22.554	415
22.604	420
22.655	427
22.705	435
22.755	433
22.805	451
22.855	458
22.905	461
22.956	471
23.006	472
23.056	477
23.106	477
23.156	464
23.207	473
23.258	468
23.308	459
23.358	455
23.408	444
23.458	438
23.509	429
23.559	414
23.609	415
23.659	409
23.709	400
23.759	402
23.810	409
23.860	402
23.910	404
23.960	402
24.010	416
24.061	421
24.111	428
24.162	440
24.212	447
24.262	457
24.312	465
24.363	463
24.413	476
24.463	479
