#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.049	456
0.100	480
0.150	493
0.200	494
0.251	505
0.301	503
0.351	504
0.401	497
0.451	477
0.502	476
0.552	460
0.602	438
0.652	430
0.702	416
0.752	402
0.803	393
0.853	380
0.903	381
0.953	380
1.004	381
1.054	392
1.105	402
1.155	414
1.205	428
1.255	435
1.305	457
1.356	470
1.406	479
1.456	492
1.506	493
1.556	500
1.606	500
1.657	486
1.707	488
1.757	476
1.807	462
1.857	453
1.909	437
1.959	425
2.009	412
2.059	396
2.109	394
2.159	390
2.210	384
2.260	389
2.310	411
2.360	403
2.410	413
2.460	417
2.511	436
2.561	450
2.611	459
2.661	473
2.711	475
2.763	489
2.813	492
2.863	483
2.913	491
2.963	483
3.013	474
3.064	466
3.114	451
3.164	443
3.214	432
3.264	414
3.314	410
3.365	403
3.415	394
3.465	396
3.515	399
3.565	401
3.616	405
3.667	409
3.717	423
3.767	432
3.817	443
3.867	455
3.918	458
3.968	474
4.018	479
4.068	474
4.118	484
4.168	483
4.219	475
4.269	472
4.319	457
4.369	455
4.419	446
4.470	427
4.521	427
4.571	418
4.621	408
4.671	409
4.721	406
4.772	406
4.822	408
4.872	406
4.922	418
4.972	427
5.022	430
5.073	443
5.123	449
5.173	458
5.223	465
5.274	460
5.325	472
5.375	472
5.425	468
5.475	469
5.525	463
5.575	458
5.626	453
5.676	434
5.726	438
5.776	429
5.826	419
5.877	422
5.927	417
5.977	416
6.027	416
6.077	411
6.128	423
6.179	426
6.229	426
6.279	438
6.329	443
6.379	448
6.429	455
6.480	454
6.530	462
6.580	464
6.630	453
6.680	461
6.731	458
6.781	451
6.831	452
6.881	466
6.932	440
6.982	438
7.033	425
7.083	430
7.133	429
7.183	424
7.233	427
7.283	427
7.334	430
7.384	433
7.434	428
7.484	440
7.534	445
7.585	444
7.635	450
7.685	450
7.735	453
7.786	454
7.836	446
7.887	452
7.937	449
7.987	443
8.037	444
8.087	455
8.137	438
8.188	435
8.238	425
8.288	432
8.338	432
8.388	430
8.439	434
8.489	435
8.539	438
8.589	441
8.639	436
8.690	448
8.741	451
8.791	450
8.841	453
8.891	447
8.941	455
8.992	451
9.042	443
9.092	447
9.142	443
9.192	437
9.242	436
9.293	423
9.343	431
9.393	429
9.443	420
9.493	428
9.543	430
9.595	429
9.645	435
9.695	431
9.745	443
9.795	447
9.846	445
9.896	455
9.946	458
9.996	460
10.046	463
10.096	452
10.147	461
10.197	457
10.247	447
10.297	448
10.347	442
10.397	436
10.448	432
10.499	418
10.549	423
10.599	421
10.649	412
10.700	418
10.750	420
10.800	423
10.850	426
10.900	425
10.950	440
11.001	445
11.051	448
11.101	459
11.151	462
11.201	470
11.251	472
11.302	461
11.352	471
11.403	470
11.453	458
11.503	457
11.554	449
11.604	442
11.654	434
11.704	418
11.754	420
11.804	415
11.855	405
11.905	409
11.955	408
12.005	410
12.055	416
12.105	416
12.156	429
12.206	438
12.257	442
12.307	455
12.357	462
12.408	470
12.458	475
12.508	466
12.558	480
12.608	480
12.658	471
12.709	471
12.759	461
12.809	454
12.859	445
12.909	423
12.960	424
13.010	417
13.060	404
13.110	404
13.161	401
13.211	400
13.262	403
13.312	400
13.362	415
13.412	422
13.462	428
13.512	445
13.563	453
13.613	466
13.663	474
13.713	470
13.763	486
13.814	488
13.864	484
13.914	485
13.964	477
14.014	470
14.065	459
14.116	438
14.166	437
14.216	425
14.266	411
14.316	405
14.366	399
14.417	393
14.467	393
14.517	389
14.567	398
14.617	408
14.668	413
14.718	427
14.768	436
14.818	451
14.868	463
14.918	466
14.970	485
15.020	490
15.070	491
15.120	495
15.170	487
15.221	486
15.271	478
15.321	460
15.371	455
15.421	442
15.471	424
15.522	416
15.572	408
15.622	397
15.672	391
15.722	384
15.772	387
15.823	393
15.874	396
15.924	407
15.974	419
16.024	432
16.075	445
16.125	452
16.175	472
16.225	481
16.275	489
16.325	497
16.376	487
16.426	497
16.476	492
16.526	477
16.576	475
16.626	461
16.677	448
16.727	435
16.778	415
16.828	410
16.878	399
16.929	385
16.979	386
17.029	385
17.079	384
17.129	393
17.179	395
17.230	411
17.280	424
17.330	432
17.380	454
17.430	465
17.480	478
17.531	490
17.581	482
17.631	501
17.682	501
17.732	490
17.783	490
17.833	480
17.883	468
17.933	456
17.983	432
18.033	427
18.084	414
18.134	396
18.184	392
18.234	387
18.284	384
18.334	385
18.385	382
18.435	396
18.485	405
18.535	413
18.586	432
18.637	446
18.687	460
18.737	475
18.787	474
18.837	495
18.887	500
18.938	495
18.988	501
19.038	492
19.088	487
19.138	476
19.189	453
19.239	448
19.289	433
19.339	413
19.389	407
19.439	398
19.491	388
19.541	385
19.591	377
19.641	386
19.691	392
19.741	396
19.792	413
19.842	425
19.892	439
19.942	455
19.992	457
20.043	481
20.093	490
20.143	491
20.193	501
20.243	497
20.293	497
20.344	489
20.395	469
20.445	468
20.495	454
20.545	436
20.595	426
20.646	413
20.696	403
20.746	394
20.796	381
20.846	385
20.897	387
20.947	385
20.997	397
21.047	408
21.097	421
21.147	435
21.198	440
21.248	463
21.299	474
21.349	480
21.399	493
21.449	493
21.500	496
21.550	496
21.600	480
21.650	481
21.700	470
21.751	458
21.801	445
21.851	431
21.901	420
21.951	408
22.001	394
22.052	394
22.102	391
22.153	385
22.203	393
22.253	399
22.304	408
22.354	419
22.404	422
22.454	443
22.504	456
22.554	464
22.605	477
22.655	476
22.705	489
22.755	490
22.805	484
22.855	487
22.906	479
22.956	468
23.006	461
23.057	445
23.107	436
23.158	425
23.208	409
23.258	407
23.308	400
23.358	394
23.408	396
23.459	399
23.509	402
23.559	411
23.609	411
23.659	430
23.709	441
23.760	448
23.810	463
23.860	463
23.910	479
23.961	484
24.012	478
24.062	485
24.112	481
24.162	476
24.212	469
24.262	451
24.313	450
24.363	439
24.413	425
24.463	419
24.513	411
24.563	402
24.614	403
24.664	397
24.714	405
