#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	433
0.100	428
0.151	433
0.201	435
0.251	440
0.301	443
0.351	442
0.401	452
0.452	457
0.502	456
0.552	465
0.602	464
0.652	468
0.703	467
0.753	458
0.804	463
0.854	459
0.904	451
0.954	450
1.005	445
1.055	443
1.105	439
1.155	431
1.205	436
1.256	436
1.306	434
1.356	438
1.406	440
1.456	446
1.506	448
1.557	446
1.607	455
1.657	457
1.708	453
1.758	460
1.808	457
1.859	461
1.909	459
1.959	448
2.009	455
2.059	452
2.110	446
2.160	447
2.210	444
2.260	443
2.310	442
2.360	437
2.411	443
2.461	444
2.511	443
2.561	448
2.612	447
2.662	452
2.713	454
2.763	448
2.813	456
2.863	455
2.913	452
2.964	454
3.014	447
3.064	451
3.114	448
3.164	440
3.214	446
3.265	445
3.315	443
3.365	446
3.415	446
3.466	447
3.516	449
3.567	443
3.617	454
3.667	454
3.717	452
3.767	459
3.818	455
3.868	456
3.918	459
3.968	449
4.018	453
4.068	449
4.119	442
4.169	444
4.220	441
4.270	439
4.320	439
4.371	433
4.421	440
4.471	442
4.521	439
4.571	447
4.621	449
4.672	452
4.722	457
4.772	451
4.822	463
4.872	462
4.922	459
4.973	463
5.023	461
5.073	459
5.124	456
5.174	444
5.225	449
5.275	444
5.325	437
5.375	437
5.425	435
5.475	433
5.526	432
5.576	430
5.626	437
5.676	441
5.726	442
5.776	451
5.827	452
5.877	459
5.927	462
5.977	456
6.028	466
6.079	467
6.129	461
6.179	465
6.229	459
6.279	458
6.329	454
6.380	442
6.430	444
6.480	440
6.530	433
6.580	435
6.630	433
6.681	436
6.731	436
6.781	432
6.831	441
6.881	444
6.933	445
6.983	453
7.033	454
7.083	460
7.133	464
7.183	459
7.234	465
7.284	464
7.334	458
7.384	460
7.434	453
7.484	453
7.535	449
7.585	439
7.635	443
7.685	440
7.735	436
7.786	440
7.837	438
7.887	441
7.937	442
7.987	440
8.037	449
8.088	450
8.138	451
8.188	456
8.238	453
8.288	458
8.339	458
8.389	451
8.439	458
8.489	456
8.539	449
8.589	451
8.640	443
8.690	449
8.741	443
8.791	438
8.841	445
8.891	446
8.942	444
8.992	447
9.042	442
9.092	452
9.142	453
9.193	448
9.243	455
9.293	455
9.343	453
9.393	455
9.443	446
9.494	453
9.544	451
9.594	443
9.645	447
9.695	444
9.745	442
9.796	444
9.846	436
9.896	443
9.946	444
9.996	442
10.047	449
10.097	452
10.147	453
10.197	458
10.247	451
10.297	461
10.348	460
10.398	455
10.448	461
10.498	455
10.549	451
10.600	451
10.650	443
10.700	446
10.750	443
10.800	435
10.850	438
10.901	437
10.951	436
11.001	439
11.051	435
11.101	445
11.151	447
11.202	446
11.252	455
11.302	458
11.352	460
11.403	465
11.454	456
11.504	466
11.554	463
11.604	457
11.654	458
11.704	455
11.755	448
11.805	448
11.855	439
11.905	440
11.955	436
12.005	430
12.056	435
12.106	434
12.157	433
12.207	440
12.257	443
12.308	447
12.358	452
12.408	448
12.458	460
12.508	463
12.558	461
12.609	466
12.659	462
12.709	465
12.759	463
12.809	451
12.859	455
12.910	451
12.960	442
13.010	443
13.061	439
13.111	437
13.162	436
13.212	430
13.262	437
13.312	439
13.362	437
13.412	443
13.463	447
13.513	452
13.563	456
13.613	450
13.663	461
13.713	460
13.764	459
13.814	461
13.864	451
13.914	458
13.965	454
14.016	444
14.066	449
14.116	446
14.166	440
14.216	442
14.266	440
14.317	441
14.367	443
14.417	438
14.467	446
14.517	447
14.568	448
14.618	453
14.668	447
14.718	455
14.768	456
14.819	451
