#Creator: pendulumdriveEventBuffer
#Creation time: Thu Apr 11 16:06:28 2019
#Time	Pos
#[s]	[au]
0.050	435
0.100	433
0.150	435
0.201	434
0.251	434
0.302	434
0.352	434
0.402	434
0.452	434
0.502	435
0.552	434
0.603	434
0.653	434
0.703	434
0.753	435
0.803	435
0.854	434
0.904	434
0.954	434
1.004	434
1.054	435
1.105	435
1.156	434
1.206	433
1.256	434
1.306	434
1.356	435
1.407	434
1.457	433
1.507	434
1.557	434
1.607	434
1.657	434
1.708	433
1.758	433
1.808	434
1.858	434
1.908	433
1.958	434
2.010	434
2.060	434
2.110	434
2.160	434
2.210	434
2.261	434
2.311	434
2.361	434
2.411	434
2.461	434
2.511	434
2.562	434
2.612	434
2.662	435
2.712	435
2.762	434
2.812	434
2.863	433
2.914	433
2.964	434
3.014	433
3.064	434
3.115	435
3.165	433
3.215	435
3.265	435
3.315	432
3.365	433
3.416	433
3.466	434
3.516	434
3.566	434
3.616	433
3.666	434
3.717	432
3.767	434
3.818	433
3.868	434
3.918	434
3.969	434
4.019	434
4.069	434
4.119	434
4.169	434
4.219	434
4.270	434
4.320	433
4.370	434
4.420	434
4.470	434
4.520	433
4.571	434
4.621	434
4.671	434
4.722	433
4.772	433
4.823	434
4.873	433
4.923	434
4.973	433
5.023	433
5.073	432
5.124	436
5.174	432
5.224	434
5.274	433
5.324	434
5.375	432
5.425	433
5.475	433
5.525	432
5.575	433
5.626	433
5.677	434
5.727	434
5.777	434
5.827	434
5.877	433
5.927	434
5.978	434
6.028	434
6.078	433
6.128	433
6.178	434
6.229	433
6.279	435
6.329	433
6.379	434
6.429	434
6.479	433
6.531	432
6.581	434
6.631	432
6.681	433
6.731	433
6.781	434
6.832	432
6.882	433
6.932	433
6.982	434
7.032	434
7.083	433
7.133	434
7.183	433
7.233	434
7.283	434
7.333	433
7.384	434
7.435	420
7.485	434
7.535	433
7.585	426
7.636	434
7.686	434
7.736	432
7.786	437
7.836	430
7.886	440
7.937	441
7.987	434
8.037	442
8.087	442
8.137	438
8.187	440
8.238	432
8.288	436
8.339	432
8.389	423
8.439	429
8.490	425
8.540	420
8.590	424
8.640	416
8.690	424
8.740	427
8.791	423
8.841	433
8.891	433
8.941	434
8.991	441
9.041	434
9.092	445
9.142	447
9.192	442
9.243	446
9.293	444
9.344	440
9.394	439
9.444	431
9.494	433
9.544	429
9.594	420
9.645	425
9.695	423
9.745	421
9.795	424
9.845	417
9.895	427
9.946	430
9.996	429
10.046	437
10.097	439
10.147	442
10.198	446
10.248	437
10.298	447
10.348	446
10.398	439
10.448	444
10.499	440
10.549	436
10.599	433
10.649	421
10.699	427
10.749	423
10.800	413
10.850	418
10.900	417
10.950	418
11.001	422
11.052	414
11.102	428
11.152	432
11.202	432
11.252	442
11.302	445
11.353	450
11.403	454
11.453	443
11.503	456
11.553	454
11.604	446
11.654	448
11.704	443
11.754	439
11.804	433
11.854	418
11.906	422
11.956	416
12.006	408
12.056	410
12.106	407
12.156	408
12.207	409
12.257	406
12.307	419
12.357	424
12.407	428
12.458	441
12.508	445
12.558	454
12.608	459
12.658	453
12.708	467
12.759	466
12.810	462
12.860	464
12.910	456
12.960	452
13.010	444
13.061	428
13.111	427
13.161	417
13.211	405
13.261	403
13.312	399
13.362	395
13.412	394
13.462	390
13.512	401
13.562	406
13.613	411
13.663	423
13.714	431
13.764	442
13.814	455
13.864	454
13.915	472
13.965	476
14.015	475
14.065	481
14.115	473
14.166	473
14.216	466
14.266	448
14.316	447
14.366	435
14.416	418
14.467	411
14.517	403
14.567	392
14.618	386
14.668	374
14.719	381
14.769	384
14.819	385
14.869	398
14.919	409
14.969	421
15.020	433
15.070	438
15.120	460
15.170	471
15.220	479
15.270	488
15.321	481
15.371	493
15.421	490
15.471	473
15.522	474
15.573	461
15.623	446
15.673	435
15.723	417
15.773	405
15.823	392
15.874	376
15.924	375
15.974	372
16.024	366
16.074	373
16.124	375
16.175	390
16.225	402
16.275	410
16.325	433
16.375	447
16.427	460
16.477	478
16.527	477
16.577	498
16.627	504
16.677	495
16.728	501
16.778	492
16.828	482
16.878	469
16.928	443
16.978	436
17.029	419
17.079	396
17.129	387
17.179	375
17.229	364
17.280	359
17.331	349
17.381	360
17.431	369
17.481	373
17.531	395
17.582	412
17.632	428
17.682	450
17.732	453
17.782	482
17.832	497
17.883	496
17.933	511
17.983	512
18.033	511
18.083	504
18.134	475
18.185	476
18.235	459
18.285	432
18.335	419
18.385	399
18.436	382
18.486	368
18.536	350
18.586	351
18.636	349
18.687	346
18.737	359
18.787	373
18.837	387
18.887	406
18.937	418
18.988	448
19.038	468
19.089	480
19.139	504
19.189	510
19.239	522
19.290	523
19.340	506
19.390	512
19.440	499
19.490	480
19.541	464
19.591	442
19.641	420
19.691	400
19.741	372
19.791	362
19.842	350
19.892	336
19.942	339
19.993	343
20.043	349
20.093	362
20.144	374
20.194	399
20.244	422
20.294	440
20.344	467
20.395	484
20.445	506
20.495	520
20.545	514
20.595	533
20.645	530
20.696	518
20.746	510
20.796	488
20.846	472
20.897	449
20.948	414
20.998	400
21.048	377
21.098	355
21.148	344
21.198	339
21.249	331
21.299	331
21.349	333
21.399	351
21.449	370
21.499	385
21.550	414
21.600	438
21.650	465
21.700	488
21.750	496
21.802	523
21.852	533
21.902	536
21.952	539
22.002	525
22.052	520
22.103	502
22.153	470
22.203	456
22.253	430
22.303	400
22.353	380
22.404	367
22.454	343
22.504	332
22.554	320
22.604	324
22.655	328
22.706	336
22.756	359
22.806	383
22.856	404
22.906	432
22.957	451
23.007	482
23.057	504
23.107	522
23.157	537
23.207	523
23.258	547
23.308	540
23.358	519
23.408	514
23.458	489
23.509	464
23.559	439
23.610	411
23.660	385
23.710	362
23.760	336
23.811	328
23.861	320
23.911	312
23.961	320
24.011	341
24.061	347
24.112	368
24.162	386
24.212	420
24.262	448
24.312	474
24.363	502
24.413	504
24.464	537
24.514	547
24.564	539
24.614	547
24.665	539
24.715	523
24.765	501
24.815	463
24.865	448
24.916	418
24.966	386
25.016	367
25.066	346
25.116	326
25.166	317
25.217	309
25.267	315
25.317	322
25.368	332
25.418	358
25.468	383
25.519	409
25.569	440
25.619	457
25.669	495
25.719	518
25.770	529
25.820	549
25.870	551
25.920	554
25.970	546
26.020	516
26.071	512
26.121	488
26.171	452
26.221	428
26.272	397
26.322	369
26.373	346
26.423	320
26.473	313
26.523	308
26.573	304
26.624	312
26.674	330
26.724	346
26.774	371
26.824	388
26.874	432
26.925	462
26.975	485
27.025	515
27.075	531
27.125	550
27.176	558
27.227	536
27.277	554
27.327	541
27.377	516
27.427	497
27.478	466
27.528	437
27.578	406
27.628	368
27.678	351
27.728	329
27.779	308
27.829	305
27.879	307
27.929	307
